"ofr_divineplan","ofr_lessable","sr_tryhard","sr_generations","sr_crspeed","sr_realchange","sr_welfare","sr_deserveless","sr_complaint","sr_workway","indiv_hwSuccess","indiv_failsame","indiv_willwork","egal_ensureEO","egal_probnoequal","egal_lessproblem","aff_act","govt_aid_comb","govt_eqlopp_jobs","ideo7_sc","pid7_sc","ft_reps","ft_dems","educ4","int_polknow","age","fem"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,4,2,0.833333333333333,0.833333333333333,60,40,3,3,66,1
1,1,1,1,1,5,4,4,4,2,5,4,2,1,2,1,2,1,2,NA,0,0,85,2,4,41,1
1,1,4,5,3,3,5,4,4,5,1,3,3,1,1,1,5,4,5,0.5,0.166666666666667,70,70,1,1,48,0
1,1,5,2,3,5,2,5,4,5,2,2,4,1,2,5,5,6,5,NA,0.5,70,70,2,3,48,0
4,2,5,2,5,3,4,3,2,5,2,4,5,1,2,3,4,5,4,NA,0.333333333333333,60,85,1,4,43,0
3,3,4,3,3,5,4,4,4,3,2,4,5,1,1,1,4,5,4,0.833333333333333,1,100,30,2,5,35,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,7,4,1,0.666666666666667,100,15,NA,4,51,1
NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,2,4,4,5,5,5,5,5,0.833333333333333,1,85,0,3,3,31,1
2,3,4,4,5,5,3,4,4,4,3,5,5,2,1,2,5,5,4,NA,0.5,50,50,1,2,47,1
1,1,1,1,1,NA,4,2,1,1,2,1,5,1,1,1,2,1,2,0.333333333333333,0.166666666666667,100,70,1,1,34,1
5,2,5,5,5,5,2,3,4,5,5,3,5,2,4,NA,1,NA,2,NA,0.166666666666667,0,100,0,2,62,1
5,1,5,2,3,5,5,5,4,5,1,1,5,1,1,1,4,7,4,NA,0.333333333333333,60,70,0,3,27,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,7,5,NA,0.5,50,50,0,1,46,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,NA,4,4,0.5,0.166666666666667,30,70,2,2,36,1
4,1,5,5,3,3,5,4,5,4,4,2,4,1,3,3,4,4,2,0.5,0.333333333333333,50,60,1,3,28,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,7,5,0.5,0.166666666666667,50,100,0,1,32,1
1,1,5,5,3,5,4,5,5,5,5,5,5,1,5,5,5,6,5,0.333333333333333,0.833333333333333,85,50,1,2,39,0
1,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,7,5,0.5,0.333333333333333,0,100,1,3,46,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,4,4,0.333333333333333,0.666666666666667,70,50,1,2,32,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,NA,7,5,0.833333333333333,0,60,85,1,4,57,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,NA,6,5,NA,0,50,60,1,3,45,0
4,4,4,3,3,NA,3,3,3,4,3,4,4,2,2,3,NA,NA,4,NA,NA,NA,NA,1,1,24,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,2,3,NA,0.5,60,60,1,3,27,0
3,2,4,4,NA,3,3,3,3,4,3,1,4,1,3,3,2,2,4,NA,NA,NA,NA,0,1,26,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,5,4,0.666666666666667,0.166666666666667,0,60,0,3,25,1
3,3,4,4,5,5,2,4,3,4,4,4,4,1,2,2,4,4,5,0.5,0.333333333333333,50,70,1,3,26,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,2,0.5,0.833333333333333,70,60,0,3,25,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,1,4,NA,NA,50,50,1,2,31,0
1,2,2,2,5,3,5,3,NA,4,2,3,3,1,2,2,4,3,4,0.5,0,0,100,0,2,73,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,NA,1,5,NA,0.166666666666667,100,100,1,3,28,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,6,4,0.666666666666667,0.166666666666667,15,85,2,3,37,0
1,1,5,1,3,3,4,5,5,5,5,5,5,1,5,2,1,7,1,0.5,0.833333333333333,72,NA,2,3,29,1
2,1,4,4,5,3,4,3,3,4,1,2,4,2,4,3,5,5,4,NA,0.166666666666667,85,60,2,4,60,1
1,1,5,1,3,3,1,4,3,4,2,5,5,1,1,1,5,5,1,NA,0.833333333333333,60,50,1,2,28,0
3,1,4,5,3,3,2,5,3,2,5,5,4,1,4,1,2,4,4,0.666666666666667,0.833333333333333,85,60,3,5,42,0
1,1,3,4,3,3,4,3,3,4,2,2,4,1,2,2,2,4,5,0.5,0.166666666666667,60,60,1,3,27,1
1,1,4,1,3,5,5,2,2,5,1,4,5,2,5,2,2,4,4,0.5,0,15,100,1,3,31,1
5,2,5,5,5,5,5,4,3,5,1,4,5,2,2,2,1,4,4,0.833333333333333,0.333333333333333,60,60,1,3,44,0
1,1,5,2,1,5,5,5,2,5,5,5,5,4,4,5,5,7,5,0.5,0.833333333333333,100,0,0,3,32,0
1,1,2,2,3,3,3,2,3,4,2,3,4,2,4,4,4,3,2,0.666666666666667,1,60,40,3,4,51,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,4,5,0.5,0.833333333333333,50,50,3,4,37,1
1,1,2,1,3,3,1,2,3,2,4,2,3,1,2,1,2,2,3,0.166666666666667,0.166666666666667,40,85,2,4,30,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,NA,4,4,0.5,0.833333333333333,70,70,3,4,42,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,4,4,0.5,0.666666666666667,70,40,2,2,34,1
3,1,2,2,5,5,2,4,4,2,4,4,4,2,4,4,2,4,2,0.666666666666667,0.666666666666667,60,40,3,4,42,1
1,3,3,2,5,5,3,3,4,3,5,4,5,1,1,1,5,4,3,NA,0.333333333333333,70,70,1,1,18,0
1,3,3,2,3,3,3,3,2,1,4,3,5,3,2,1,4,2,3,0.5,0.333333333333333,40,60,3,2,35,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,NA,3,2,0.833333333333333,1,100,50,1,3,23,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,5,NA,NA,0.166666666666667,50,85,0,1,40,1
1,1,1,2,3,3,2,3,3,1,4,5,4,1,2,1,5,3,2,0.333333333333333,0.333333333333333,50,70,2,4,39,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,4,4,0.666666666666667,0.666666666666667,50,50,2,4,51,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,NA,7,5,0.833333333333333,0.833333333333333,40,85,1,3,64,0
1,2,5,5,5,3,5,2,3,4,5,4,4,1,1,2,5,4,4,0.833333333333333,0.666666666666667,0,50,2,3,29,1
2,2,4,3,3,3,4,3,3,5,1,4,5,1,1,1,2,6,5,0.5,0.666666666666667,100,60,1,2,22,1
5,1,5,5,5,5,4,5,5,5,3,1,3,4,5,4,5,7,4,NA,0.166666666666667,70,70,1,2,25,0
4,1,1,3,3,NA,2,3,2,3,5,5,5,1,3,2,NA,NA,2,NA,0.166666666666667,70,50,3,3,49,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,2,NA,0.833333333333333,70,30,1,2,27,0
2,2,4,5,3,5,5,5,5,5,2,2,5,1,2,3,5,7,5,0.5,0.666666666666667,70,30,0,2,27,0
1,1,1,1,3,5,3,4,4,2,4,5,4,1,2,2,4,3,2,0.833333333333333,1,70,40,3,4,23,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,NA,4,4,0.5,1,100,50,1,2,69,1
1,3,3,4,5,5,3,4,4,4,5,5,5,1,1,1,5,NA,2,0.833333333333333,0.833333333333333,70,60,2,5,66,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,NA,7,5,0.833333333333333,1,85,40,2,4,34,0
1,1,4,1,3,3,1,3,4,4,5,4,5,1,2,1,5,5,4,0.333333333333333,0.666666666666667,70,40,3,4,28,0
1,1,4,1,3,3,2,2,5,5,4,3,5,1,5,3,5,5,5,0.5,1,85,50,3,5,42,1
1,1,2,2,1,5,2,3,2,4,5,2,5,1,5,1,2,2,1,0.166666666666667,0.333333333333333,60,100,1,4,36,0
2,3,3,2,3,5,3,3,4,4,2,3,5,1,2,4,1,2,5,NA,0.666666666666667,50,50,0,3,31,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,4,2,NA,0.166666666666667,50,60,2,3,34,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,NA,4,4,0.5,0.833333333333333,85,60,2,5,28,0
1,1,4,2,3,5,1,5,5,2,5,2,5,1,2,3,5,1,1,NA,1,85,70,1,4,61,1
5,1,3,2,5,3,3,4,5,4,2,2,5,5,1,2,5,4,4,0.333333333333333,0,NA,NA,1,3,35,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,5,2,0.333333333333333,0.333333333333333,30,60,3,3,40,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,7,4,0.5,0.666666666666667,70,50,0,2,60,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,6,4,0.666666666666667,0.666666666666667,60,40,3,4,40,0
1,1,2,1,3,5,2,2,1,2,2,4,5,1,4,2,5,2,5,0.666666666666667,0.666666666666667,85,60,3,4,58,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,7,5,0.5,0,60,85,1,2,33,0
1,2,5,1,3,3,5,2,2,5,2,5,5,1,2,2,5,NA,5,0.5,0,50,85,1,4,27,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,NA,4,0.333333333333333,0.166666666666667,50,70,1,2,22,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,NA,5,4,0.5,0.166666666666667,60,70,0,3,60,1
3,2,4,1,3,3,3,2,3,4,5,2,5,2,4,4,4,2,4,0.333333333333333,0.666666666666667,70,50,3,3,23,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,6,5,0.833333333333333,0.666666666666667,50,50,0,3,75,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,4,5,0.833333333333333,0.666666666666667,50,50,1,3,32,0
1,1,4,2,5,5,4,4,5,4,2,2,4,2,3,2,5,5,2,0.5,0.833333333333333,50,60,1,3,65,1
3,4,2,1,5,5,4,4,5,4,4,1,5,1,5,4,4,5,5,0.5,0,50,100,0,4,30,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,3,4,0.5,0.333333333333333,40,60,1,3,59,1
2,2,4,4,5,3,4,4,4,4,5,4,4,1,4,2,5,4,5,0.5,0.833333333333333,85,50,2,3,42,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,2,0.666666666666667,0.833333333333333,70,40,1,3,55,1
1,1,1,1,3,3,4,3,4,4,4,1,5,5,4,4,5,6,5,0.833333333333333,0.5,NA,NA,1,3,27,1
5,4,4,2,5,5,5,4,4,5,1,1,5,1,4,1,1,4,5,0.5,0.166666666666667,50,50,0,2,61,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,NA,3,4,0.666666666666667,1,70,50,3,4,45,0
4,2,4,4,3,5,5,4,3,5,5,3,4,1,1,1,2,5,5,0.5,0.166666666666667,50,70,1,2,33,0
1,2,5,4,NA,5,5,4,3,4,2,2,5,1,3,2,5,4,4,0.666666666666667,0.5,60,60,1,2,38,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,4,4,0.5,0.833333333333333,70,50,2,2,22,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,NA,4,5,0.833333333333333,1,85,60,3,4,48,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,7,2,NA,0.5,50,50,0,2,30,0
5,3,4,4,5,3,5,4,4,5,4,2,5,1,4,4,5,6,5,0.666666666666667,0.166666666666667,50,50,1,3,64,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,4,4,NA,0.166666666666667,70,100,1,1,23,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,NA,5,5,0.666666666666667,0.666666666666667,60,40,2,5,56,0
1,1,5,5,5,5,5,5,5,5,2,2,4,1,5,5,5,6,5,0.833333333333333,1,100,70,1,3,42,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,3,5,0.666666666666667,0.5,30,40,1,1,23,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,4,4,0.5,0.5,85,60,1,2,63,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,6,5,0.833333333333333,1,85,40,3,3,58,0
1,4,2,1,3,5,2,4,2,2,1,1,4,1,5,4,5,4,4,0.166666666666667,0.5,85,70,2,4,34,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,NA,NA,NA,NA,0.166666666666667,NA,NA,0,1,73,1
1,1,2,2,1,3,3,4,4,3,4,2,4,1,2,1,4,4,4,0.666666666666667,1,100,15,NA,4,25,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,4,5,0.5,0.666666666666667,85,60,1,3,18,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,NA,3,0.833333333333333,0.5,60,60,1,3,63,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,5,4,1,0.166666666666667,60,70,0,2,75,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,NA,6,5,NA,1,100,70,1,2,56,0
1,1,1,1,NA,NA,2,3,NA,NA,5,3,4,1,1,2,NA,4,3,NA,NA,NA,NA,1,1,37,1
NA,2,4,2,3,5,4,4,4,4,2,2,4,1,2,2,5,5,5,0.666666666666667,0.5,50,50,2,3,52,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,2,4,0.5,0.166666666666667,70,70,0,3,69,0
2,1,4,2,3,3,5,5,5,5,4,4,4,1,3,3,5,7,4,1,1,85,30,3,4,31,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,NA,3,0.5,0.333333333333333,60,60,0,1,24,0
2,1,2,2,1,3,4,1,3,2,2,2,5,1,2,1,5,4,5,0.333333333333333,0.166666666666667,70,70,3,4,40,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,NA,4,1,0.5,0.333333333333333,40,100,0,2,53,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,2,4,0.5,0.666666666666667,70,60,2,3,23,1
4,2,4,3,3,1,5,4,3,3,5,4,5,1,3,1,4,4,3,0.5,0.5,70,70,1,2,19,1
1,1,2,5,5,3,4,5,4,4,2,4,5,1,2,3,5,5,2,0.5,0.666666666666667,60,30,2,4,24,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,4,3,0.333333333333333,0.666666666666667,60,30,1,3,53,1
1,1,4,5,NA,5,4,4,5,2,4,4,5,1,4,2,5,5,2,0.5,0.333333333333333,50,50,2,4,37,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,5,2,0.666666666666667,0.833333333333333,70,70,3,4,30,1
3,4,2,2,3,5,4,NA,NA,NA,5,4,5,1,4,1,5,4,1,0.5,1,70,50,1,3,69,0
1,1,2,2,3,3,2,4,3,2,4,4,4,1,1,4,5,3,2,0.5,0,40,60,3,4,38,1
4,2,5,2,NA,5,5,5,5,4,4,5,5,1,2,2,5,5,3,0.5,0.5,NA,NA,1,3,36,1
2,1,2,5,3,1,5,4,3,4,4,4,4,2,1,3,4,4,4,0.5,1,85,70,1,4,36,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,NA,NA,3,0.5,0.166666666666667,85,85,3,4,31,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,7,5,NA,0.833333333333333,85,50,1,3,24,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,6,4,0.666666666666667,0.833333333333333,50,50,1,3,32,1
1,1,3,2,3,5,4,4,5,2,5,5,5,1,4,2,5,4,5,0.5,1,85,40,3,4,37,0
1,1,1,1,1,1,1,1,NA,1,1,4,4,5,5,5,4,5,4,0.833333333333333,1,85,30,3,5,40,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,5,5,0.166666666666667,0,40,85,3,4,52,0
5,NA,NA,NA,5,5,4,5,3,4,3,2,5,3,5,4,5,4,4,0.833333333333333,0.5,NA,NA,1,1,81,1
1,1,4,2,5,3,4,4,3,2,1,2,5,1,1,2,NA,4,4,0.833333333333333,1,70,15,2,3,59,1
3,1,5,2,3,5,5,5,5,5,1,3,5,1,5,3,5,3,5,0.5,0.166666666666667,50,100,2,2,28,1
1,1,4,5,3,3,4,4,4,4,2,3,4,3,4,3,4,4,4,0.5,0.166666666666667,85,85,1,3,41,1
1,1,5,5,5,1,5,5,5,5,5,5,5,3,5,5,5,7,5,0.833333333333333,1,50,50,1,2,26,1
1,1,3,2,3,5,4,4,3,2,2,4,2,2,4,3,4,3,4,0.666666666666667,0.166666666666667,40,70,2,2,24,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,7,5,0.666666666666667,0.666666666666667,60,60,2,2,40,0
1,1,4,1,3,3,2,3,5,2,4,4,5,2,5,3,5,4,5,0.5,0.166666666666667,60,60,2,4,34,1
1,2,4,4,3,5,4,4,4,4,4,4,5,1,5,4,4,4,4,0.666666666666667,0.166666666666667,70,85,1,3,37,0
1,1,1,1,3,3,4,4,4,2,5,4,5,2,3,4,1,4,1,0.333333333333333,0.833333333333333,70,60,2,4,44,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,4,4,0.5,0.166666666666667,40,85,1,2,27,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,3,2,0.333333333333333,0.166666666666667,60,70,2,3,39,1
4,4,4,2,3,1,2,5,2,4,4,4,5,1,1,2,NA,4,4,NA,0.833333333333333,70,NA,1,1,70,1
2,4,1,1,3,3,2,4,4,1,4,4,3,2,3,3,4,4,4,0.333333333333333,0,40,70,3,5,34,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,4,2,0.333333333333333,0.5,50,50,2,3,21,0
5,1,4,2,5,5,4,4,2,2,4,2,5,1,2,1,5,4,2,0.5,0,50,70,1,3,42,1
5,3,5,3,5,5,5,4,4,5,2,2,3,2,2,3,5,7,3,0.833333333333333,0.666666666666667,70,70,0,4,71,1
5,3,3,3,3,3,3,3,3,3,3,3,5,1,1,3,1,3,3,0.5,0.5,70,70,2,3,28,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,5,NA,0.333333333333333,0.5,80,80,3,2,27,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,7,5,NA,0.833333333333333,100,50,1,2,45,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,NA,7,5,0.666666666666667,0.666666666666667,85,60,2,3,21,1
3,2,4,2,1,1,5,3,2,5,4,3,4,1,2,4,5,4,3,NA,1,20,15,1,3,20,0
1,2,4,4,3,1,4,3,3,3,4,4,4,1,2,3,5,4,2,0.5,0.833333333333333,50,60,1,3,31,1
1,1,2,2,3,1,4,4,4,2,4,4,4,1,2,2,4,4,4,0.666666666666667,0.833333333333333,30,30,3,4,35,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,4,4,0.5,0.5,40,40,3,5,23,0
NA,1,4,2,3,5,NA,2,NA,4,5,3,5,1,1,2,4,5,2,0.5,0.666666666666667,60,35,1,3,41,0
1,3,5,2,5,3,4,4,4,5,4,2,5,NA,4,4,5,6,4,0.666666666666667,0,50,60,1,3,67,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,NA,5,2,0.5,NA,50,50,1,2,21,1
4,1,5,3,5,1,4,4,4,4,2,3,5,1,3,1,5,2,4,0.166666666666667,0,30,75,3,4,37,1
4,2,4,4,3,3,3,4,3,4,2,4,4,1,2,3,5,5,5,0.5,0.666666666666667,50,50,1,2,27,1
4,3,4,2,3,5,5,4,4,4,4,2,4,1,4,3,4,4,4,0.833333333333333,0.666666666666667,85,85,1,3,60,0
3,3,4,2,3,3,4,3,3,4,4,2,5,1,4,3,4,6,4,0.666666666666667,0.833333333333333,85,40,2,2,29,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,5,3,0.5,0.5,50,50,1,3,39,0
1,1,5,5,5,1,5,5,5,5,5,5,4,1,3,2,5,2,5,NA,NA,50,50,1,2,59,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,5,0.166666666666667,0.333333333333333,60,70,3,4,47,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,NA,NA,4,0.5,0.833333333333333,50,50,1,2,54,1
3,2,3,2,3,3,4,4,3,4,4,4,4,1,2,2,2,4,4,0.5,0.166666666666667,70,70,3,3,37,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,NA,6,4,0.666666666666667,1,70,30,3,4,28,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,4,4,0.5,0.833333333333333,85,50,1,3,29,1
1,1,1,1,1,1,2,1,2,1,4,4,3,1,1,2,1,1,1,0.166666666666667,0,0,85,2,4,21,0
3,NA,NA,NA,3,NA,2,NA,3,3,4,2,4,2,2,2,NA,5,NA,NA,0,40,75,0,3,50,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,NA,5,0.5,0.166666666666667,40,70,3,5,45,1
4,1,1,4,3,5,5,4,4,2,4,4,5,1,2,1,2,4,2,0.5,0,40,85,0,2,72,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,4,4,NA,0,0,70,1,2,44,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,4,3,0.333333333333333,0,0,85,1,4,51,0
1,1,2,3,1,NA,1,5,1,1,5,4,4,1,2,1,5,2,2,0.5,0,50,85,2,3,47,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,5,NA,0.166666666666667,70,85,1,2,20,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,5,4,0.5,0.666666666666667,50,50,1,2,22,0
1,4,5,2,5,5,5,5,4,5,5,5,5,1,1,1,5,7,5,0.833333333333333,0.833333333333333,70,30,3,5,36,0
1,1,2,1,3,3,2,2,3,1,5,5,4,1,1,1,5,2,1,0.333333333333333,0.166666666666667,60,60,2,4,24,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,NA,6,4,0.5,0.666666666666667,60,50,3,5,31,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,7,5,0.333333333333333,0,40,85,0,3,53,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,7,4,0.5,0.333333333333333,60,60,3,3,32,1
1,1,2,2,3,3,2,4,2,2,3,4,3,1,2,2,4,4,4,0.333333333333333,0.166666666666667,40,60,2,4,56,1
1,1,5,2,3,5,5,5,5,4,2,5,3,1,3,3,5,4,4,0.5,0.666666666666667,60,75,2,3,58,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,6,2,0.666666666666667,0.666666666666667,70,70,2,4,66,0
4,4,4,3,3,5,4,3,2,4,4,2,3,1,2,1,4,4,3,0.666666666666667,0.833333333333333,60,70,0,2,65,0
4,5,5,2,3,5,5,2,3,4,4,1,5,1,2,2,2,5,4,0.5,1,100,40,1,3,69,1
2,2,4,2,3,3,4,3,4,5,2,4,5,3,2,2,NA,4,5,0.833333333333333,0.166666666666667,60,70,1,3,67,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,2,NA,0,50,100,0,1,57,1
2,1,5,4,3,5,4,5,2,5,3,4,5,1,3,3,5,4,3,0.5,0,40,85,0,2,63,1
1,2,4,4,5,5,2,3,2,4,2,1,4,1,1,2,5,3,4,0.5,0.833333333333333,85,40,0,1,18,0
5,2,5,4,1,5,5,5,4,5,2,5,5,1,4,4,4,6,2,0.666666666666667,0.833333333333333,85,60,1,2,70,1
2,4,4,4,3,3,4,2,2,4,2,2,5,1,2,1,2,7,2,1,0.166666666666667,85,85,0,1,35,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,4,5,NA,0.5,50,50,2,2,26,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,4,4,0.5,0,50,85,1,2,33,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,4,1,0.5,0.333333333333333,50,50,2,4,32,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,NA,3,4,0,0.666666666666667,70,60,1,3,21,0
4,4,4,2,5,5,4,4,2,5,4,2,5,2,4,4,4,6,4,0.5,1,100,70,1,3,78,1
1,4,2,1,3,5,3,2,4,3,3,5,5,1,2,1,5,4,2,0.666666666666667,0.833333333333333,60,85,1,3,42,1
1,2,2,1,5,5,2,3,4,2,4,4,4,2,4,4,5,5,4,0.833333333333333,1,85,60,1,3,57,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,3,NA,0.5,0.166666666666667,NA,NA,2,1,20,1
