"ofr_divineplan","ofr_lessable","sr_tryhard","sr_generations","sr_crspeed","sr_realchange","sr_welfare","sr_deserveless","sr_complaint","sr_workway","indiv_hwSuccess","indiv_failsame","indiv_willwork","egal_ensureEO","egal_probnoequal","egal_lessproblem","aff_act","govt_aid_comb","govt_eqlopp_jobs","ideo7_sc","pid7_sc","ft_reps","ft_dems","educ4","int_polknow","age","fem"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,5,5,0.666666666666667,0.833333333333333,85,60,3,5,48,1
5,NA,2,1,3,3,NA,NA,1,5,2,4,5,1,4,1,5,4,5,0.5,0.333333333333333,70,100,0,4,65,1
4,1,4,4,3,5,5,5,5,5,5,1,4,1,1,1,5,5,2,0.833333333333333,0,15,70,0,3,78,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,NA,5,2,0.5,0.333333333333333,60,60,3,5,38,0
1,1,4,4,3,5,5,5,5,1,5,NA,5,5,4,4,5,4,1,0.833333333333333,0.666666666666667,60,50,3,5,38,0
1,1,4,2,3,5,4,3,4,5,5,4,4,2,4,NA,5,6,4,NA,1,85,30,1,2,55,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,7,4,NA,0.166666666666667,50,100,0,3,70,0
4,4,3,3,3,5,4,4,4,4,4,2,4,3,3,2,2,4,4,0.666666666666667,1,70,15,2,3,73,1
2,2,3,2,3,5,2,3,3,3,2,4,3,4,4,3,2,4,2,0.666666666666667,0.333333333333333,60,60,2,1,37,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,4,1,0.5,0.333333333333333,15,85,3,4,56,0
1,1,1,1,3,1,2,2,1,1,2,3,2,1,4,1,1,4,4,0.333333333333333,0,50,100,3,5,54,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,4,2,0.5,0.333333333333333,40,60,2,3,34,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,NA,2,4,0.5,0.833333333333333,70,70,3,3,55,0
1,2,4,2,3,3,3,4,3,4,5,4,5,1,4,NA,5,7,5,NA,NA,70,50,3,4,72,1
1,1,1,1,3,NA,2,2,NA,2,2,3,2,1,2,4,1,3,NA,0.333333333333333,0.333333333333333,60,70,3,3,43,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,4,5,NA,1,70,0,0,4,69,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,NA,5,5,0.833333333333333,1,85,15,2,4,28,1
1,1,2,1,3,5,4,3,2,2,3,4,2,1,3,2,NA,3,3,NA,0.166666666666667,50,50,1,2,62,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,5,4,0.666666666666667,0.833333333333333,NA,NA,1,2,45,1
3,3,4,2,5,3,4,3,4,4,4,4,4,2,4,4,4,5,4,0.833333333333333,0.666666666666667,70,40,3,4,76,1
2,2,2,2,3,3,2,3,3,2,3,4,4,2,4,4,5,5,3,0.5,0.166666666666667,85,85,2,2,69,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,4,0.833333333333333,0.833333333333333,85,NA,3,2,63,1
5,4,5,1,3,5,5,5,4,5,5,4,5,1,2,1,5,NA,5,NA,0.166666666666667,70,85,0,2,48,0
1,1,2,2,3,5,4,2,NA,4,2,2,4,1,2,3,1,5,3,0.833333333333333,0.666666666666667,70,60,3,4,66,0
1,1,2,2,NA,3,1,2,3,2,5,4,2,4,4,5,1,2,2,0.333333333333333,0.166666666666667,40,60,3,5,45,0
1,4,4,2,5,3,4,3,4,4,5,5,5,2,3,3,4,5,4,0.833333333333333,0.166666666666667,15,70,2,3,53,0
1,1,5,2,5,3,5,5,3,5,1,1,5,1,2,2,5,4,5,0.5,1,100,40,2,3,40,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,5,2,0.5,0,80,100,2,3,31,0
4,2,2,2,5,5,4,4,4,5,4,4,4,1,4,2,5,NA,5,0.5,0.166666666666667,40,60,2,3,69,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,6,4,0.666666666666667,0.166666666666667,70,70,3,3,32,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,4,4,0.333333333333333,0,60,100,2,3,25,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,NA,5,3,0.5,0.166666666666667,40,60,1,3,30,0
1,1,2,1,3,5,3,2,3,2,2,2,4,1,2,1,5,4,5,0.833333333333333,0.5,85,85,3,4,54,1
5,4,2,2,3,5,4,4,2,4,2,2,4,1,2,2,4,5,4,0.5,0.833333333333333,75,50,1,4,49,1
1,1,2,2,3,5,4,4,3,2,5,4,5,1,2,3,4,5,4,0.833333333333333,1,85,70,2,3,35,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,4,4,0.333333333333333,0.166666666666667,50,85,0,1,50,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,4,4,0.666666666666667,0.166666666666667,40,70,1,3,62,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,NA,6,5,0.666666666666667,1,70,15,1,4,51,0
1,1,2,4,5,5,4,4,4,4,4,2,2,2,3,5,5,4,4,0.833333333333333,1,100,15,3,4,72,1
1,2,4,2,3,3,4,4,5,4,5,2,4,1,5,5,2,5,2,0.833333333333333,1,85,30,3,4,46,0
5,1,5,5,5,5,4,5,5,5,1,1,5,1,1,2,5,7,4,0.5,0.666666666666667,15,40,0,2,23,1
5,2,5,5,3,3,5,5,5,5,4,5,5,1,4,1,5,7,5,1,0,0,100,0,3,70,0
4,1,5,5,5,5,5,5,5,5,1,5,5,1,5,1,4,1,5,NA,0,50,100,0,2,71,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,0,1,87,1
1,2,5,4,3,3,5,5,4,5,4,2,4,1,5,4,5,3,5,0.5,0.166666666666667,40,70,3,3,36,0
1,4,4,5,3,3,5,4,4,5,5,4,4,1,4,2,5,5,4,0.166666666666667,0,60,85,3,5,37,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,NA,6,4,0.666666666666667,0.833333333333333,100,30,3,3,33,0
1,1,3,5,3,5,2,4,4,3,4,2,4,2,3,2,5,4,3,0.5,0.833333333333333,60,40,3,4,62,1
4,2,4,4,5,3,4,4,4,4,2,2,4,1,1,2,NA,NA,5,NA,0.166666666666667,60,70,1,2,61,1
2,2,4,2,3,3,4,4,3,2,2,2,4,1,1,1,5,4,1,0.5,0,0,70,1,3,56,0
1,1,5,3,3,3,4,4,3,5,5,5,5,2,3,3,4,5,5,0.5,0.5,70,70,3,4,24,1
5,1,5,2,5,3,5,4,4,4,1,1,4,1,1,1,2,NA,4,NA,0.166666666666667,0,100,0,2,65,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,7,5,NA,0.5,50,50,1,2,41,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,3,1,0,0,40,70,3,5,36,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,4,5,0.5,0.166666666666667,30,30,2,4,55,0
3,3,4,3,3,3,4,4,3,4,4,2,4,1,4,4,5,3,2,0.666666666666667,0.833333333333333,85,50,2,3,25,1
1,1,4,4,5,5,5,4,3,4,4,2,4,1,4,3,4,6,4,NA,1,85,50,2,5,30,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,NA,3,1,0.833333333333333,0.666666666666667,100,0,3,4,42,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,NA,4,5,NA,1,100,0,1,2,63,1
1,3,4,2,3,5,5,4,3,4,4,1,5,2,4,1,5,4,4,0.666666666666667,0.166666666666667,50,60,1,3,29,0
1,1,4,2,3,3,5,3,4,5,5,2,4,1,5,3,4,5,3,0.333333333333333,0.166666666666667,50,60,3,4,48,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,4,4,0.666666666666667,0.666666666666667,70,60,3,3,26,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,NA,4,4,0.666666666666667,0.833333333333333,85,60,3,4,65,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,4,4,0.833333333333333,0,50,70,2,4,67,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,4,4,0.5,0,60,85,2,4,56,1
5,3,2,3,3,3,3,3,4,4,1,3,3,1,2,1,2,4,2,0.333333333333333,0,30,85,1,3,33,1
3,2,4,4,3,3,3,3,2,4,4,4,4,3,4,3,2,4,4,0.666666666666667,0.5,50,50,1,3,33,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,5,2,0.833333333333333,0.666666666666667,70,30,1,3,60,0
2,2,4,4,5,5,1,4,3,5,4,1,2,1,4,2,5,3,4,NA,0.5,50,50,1,2,85,1
1,1,2,4,3,3,2,5,5,2,4,1,2,3,1,4,2,4,4,0.666666666666667,0,15,85,1,2,66,1
3,1,3,2,1,3,1,2,3,3,4,4,5,1,1,1,1,1,1,0.666666666666667,0.5,50,50,2,1,29,0
1,1,2,1,3,3,2,4,3,1,2,4,4,2,2,2,1,2,2,0.5,0.166666666666667,40,70,3,3,23,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,2,0.333333333333333,0.166666666666667,30,70,3,4,34,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,7,5,1,1,100,15,0,1,35,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,5,3,0.5,0.833333333333333,70,50,2,3,30,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,NA,3,5,0.333333333333333,0.833333333333333,60,50,2,3,31,1
1,1,1,2,1,5,2,3,4,2,5,2,5,2,5,4,NA,5,1,0.666666666666667,1,85,60,3,4,28,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,7,4,NA,0.833333333333333,100,50,0,2,51,1
4,4,4,2,3,5,4,2,2,4,1,1,5,1,1,1,2,5,4,NA,1,100,75,1,2,53,0
2,3,3,3,3,5,4,4,3,5,2,4,4,1,3,3,4,4,4,0.666666666666667,0.166666666666667,70,60,1,4,57,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,4,3,0.666666666666667,0.666666666666667,50,40,3,4,31,1
5,5,4,3,5,3,4,4,3,5,2,3,4,1,3,2,5,5,1,0.5,0,40,90,0,3,79,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,NA,1,5,0.333333333333333,0.166666666666667,60,100,1,3,74,1
5,4,5,4,5,3,4,5,3,5,4,3,4,1,4,3,5,4,5,1,0.666666666666667,50,90,0,3,51,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,3,2,NA,0.166666666666667,15,85,1,2,39,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,4,5,0.666666666666667,0,50,85,0,2,61,0
1,1,2,2,1,3,4,3,3,2,4,4,5,2,1,3,2,4,4,0.333333333333333,0.166666666666667,60,70,3,2,25,1
4,1,3,5,3,5,5,4,3,4,5,5,5,1,2,2,5,4,5,0.166666666666667,1,85,30,2,3,25,0
1,1,2,1,3,3,2,3,2,2,3,4,3,1,1,1,2,3,1,0.166666666666667,0.166666666666667,30,70,3,5,32,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,4,3,NA,0.333333333333333,50,50,0,2,57,1
1,1,1,2,NA,5,4,3,NA,3,4,3,2,1,4,2,2,NA,5,NA,0.5,50,50,1,3,34,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,NA,NA,5,NA,0.166666666666667,50,50,1,2,29,1
1,1,4,5,5,5,3,5,5,5,3,4,5,1,2,4,NA,5,5,NA,NA,NA,NA,1,1,33,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,4,3,0.333333333333333,0.333333333333333,50,70,2,3,34,1
4,3,3,4,5,5,5,2,3,5,3,4,1,1,2,5,5,NA,4,NA,0,40,100,0,1,69,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,NA,7,5,1,1,85,40,1,5,50,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,NA,3,0.5,0.333333333333333,40,70,0,2,18,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,5,4,0.833333333333333,0.833333333333333,70,15,0,3,39,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,4,2,0.5,0.833333333333333,70,40,3,5,70,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,4,4,0.5,0.5,50,50,0,1,36,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,NA,NA,4,0.833333333333333,0.833333333333333,70,30,1,4,67,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,3,2,0.333333333333333,0.333333333333333,30,70,1,5,71,1
1,1,2,2,5,5,2,4,4,4,4,2,5,1,2,1,5,5,5,0.833333333333333,1,85,15,3,2,43,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,4,NA,1,85,70,1,2,40,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,3,1,0.166666666666667,0.333333333333333,70,70,2,3,19,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,NA,5,4,0.833333333333333,0.833333333333333,85,50,3,5,30,0
1,1,1,1,1,1,2,1,2,1,4,4,5,1,2,2,4,2,1,0.166666666666667,0.333333333333333,30,40,1,5,30,0
1,1,2,2,3,3,2,2,4,3,4,4,5,1,1,1,5,3,2,0.333333333333333,0.166666666666667,60,85,2,5,42,0
1,1,5,5,3,5,4,3,4,3,3,3,4,1,4,1,4,5,2,1,1,85,50,2,3,25,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,5,2,0.5,0.333333333333333,30,70,1,3,63,0
1,2,4,2,3,5,3,4,3,4,4,2,4,2,2,2,4,6,4,NA,0.166666666666667,40,85,1,2,74,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,6,5,0.666666666666667,0.333333333333333,50,60,3,4,51,0
2,2,2,3,3,3,4,4,4,4,4,4,4,1,2,2,4,4,3,0.666666666666667,0.666666666666667,50,40,1,4,59,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,NA,6,4,0.5,0.833333333333333,70,30,1,4,73,0
5,1,2,2,5,1,1,5,4,5,5,2,5,1,1,1,4,4,5,0.166666666666667,0.166666666666667,0,100,1,3,61,1
3,2,5,2,3,3,4,4,3,5,4,5,5,1,3,2,5,5,3,0.333333333333333,0.833333333333333,60,70,1,1,28,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,5,0.833333333333333,0.833333333333333,70,70,2,4,48,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,4,2,0.5,1,100,40,0,4,69,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,NA,NA,NA,NA,1,NA,NA,0,1,75,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,5,0.333333333333333,0.666666666666667,60,70,1,3,30,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,5,4,0.666666666666667,0.166666666666667,70,70,3,5,73,0
1,1,3,2,3,3,3,4,4,4,4,4,5,2,2,2,5,5,5,0.5,1,85,30,2,3,41,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,6,5,0.5,0.5,60,60,1,4,48,1
5,2,2,1,5,3,2,4,3,2,1,4,5,1,1,1,1,NA,3,NA,0,0,100,0,1,50,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,4,NA,0.5,NA,NA,0,1,78,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,4,5,NA,1,70,50,0,2,76,1
5,3,5,2,5,5,5,5,5,5,5,2,5,1,2,1,NA,7,4,NA,0.666666666666667,50,50,0,2,83,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,NA,4,2,0.833333333333333,1,85,15,1,5,48,0
3,1,5,5,5,5,4,4,5,5,1,4,1,1,5,2,5,4,5,0.5,0,0,70,2,3,42,0
1,1,5,5,5,3,5,4,5,5,3,1,3,2,2,2,5,NA,5,NA,0.833333333333333,80,0,0,2,76,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,6,4,0.5,0.666666666666667,85,60,3,3,63,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,NA,6,3,0.833333333333333,0.166666666666667,70,60,1,3,68,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,5,0.5,0.833333333333333,70,60,0,1,36,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,7,4,NA,0.5,50,50,2,2,36,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,3,0.833333333333333,0.666666666666667,60,60,0,1,19,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,NA,6,5,0.666666666666667,0.5,60,40,3,5,31,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,NA,4,5,0.666666666666667,0.166666666666667,100,70,2,4,64,1
5,2,5,4,1,5,4,4,4,2,1,3,5,1,2,4,4,5,2,0.5,0.5,50,50,1,1,24,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,NA,4,3,NA,NA,60,60,0,1,40,1
1,1,4,2,3,5,2,4,4,2,5,4,5,1,4,3,1,3,5,NA,0.833333333333333,85,60,2,3,24,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,NA,5,4,0.333333333333333,0.333333333333333,50,70,3,3,31,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,7,4,0.5,0.5,50,50,1,3,51,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,4,5,0.833333333333333,0.666666666666667,70,60,2,4,78,1
5,2,4,4,3,3,4,4,3,5,4,4,4,2,4,2,5,2,5,0.666666666666667,0.166666666666667,40,60,3,4,21,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,4,4,NA,0.5,50,50,0,2,40,0
5,2,5,4,3,NA,5,5,1,5,5,4,5,1,1,1,5,5,3,0.833333333333333,0.5,50,50,0,1,30,1
5,2,5,3,3,5,5,5,5,5,5,5,5,1,3,1,4,4,2,0.5,0.666666666666667,100,60,1,3,35,0
1,1,2,1,NA,5,4,5,NA,4,4,NA,NA,1,5,4,5,6,5,0.666666666666667,0.5,40,50,3,4,49,1
5,4,4,2,3,3,4,2,3,4,5,2,5,1,1,1,2,1,5,0.166666666666667,0.333333333333333,50,60,0,2,18,1
5,1,5,1,3,5,2,4,3,3,4,2,5,1,2,1,1,NA,4,NA,0,70,85,1,2,33,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,5,3,0.333333333333333,1,85,30,2,1,23,1
4,1,4,4,3,3,2,4,3,4,2,1,4,3,4,4,1,3,2,NA,0.333333333333333,0,70,0,2,20,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,NA,4,5,NA,0.5,NA,NA,2,3,72,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,4,1,0.666666666666667,0.666666666666667,60,40,2,3,40,0
4,3,5,2,3,5,5,3,4,4,3,4,5,1,2,2,NA,4,5,0.5,0.5,70,60,2,3,61,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,4,2,0.666666666666667,0.166666666666667,40,70,3,3,23,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,7,3,NA,0.666666666666667,50,40,1,1,32,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,6,1,0.666666666666667,1,60,40,2,3,50,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,7,3,0.5,0.833333333333333,100,15,0,2,73,0
4,1,4,5,5,5,5,5,4,5,4,4,5,1,4,4,2,6,5,0.5,0.833333333333333,85,70,1,3,79,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,6,5,0.5,1,85,30,2,3,26,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,5,4,NA,0.333333333333333,50,50,0,1,25,0
1,1,2,2,1,5,3,4,5,4,2,4,4,1,1,1,1,1,2,0,0,0,75,3,5,44,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,4,3,NA,0,50,85,0,2,70,1
1,1,4,2,NA,3,2,4,2,4,1,2,4,2,5,2,5,6,4,0.666666666666667,0.833333333333333,85,70,1,4,43,1
4,1,3,2,3,3,4,4,4,5,4,2,4,1,2,2,2,4,2,0.5,0.5,50,50,1,1,27,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,7,2,0.833333333333333,1,85,30,3,3,36,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,7,5,0.666666666666667,0.833333333333333,NA,NA,1,3,42,1
1,1,3,2,3,5,4,4,5,4,4,4,5,1,5,2,5,5,2,0.833333333333333,1,85,40,2,4,41,0
1,1,3,2,3,5,4,3,4,3,4,1,4,1,3,4,5,5,1,0.5,0.833333333333333,70,60,1,4,27,1
1,1,1,1,3,1,1,1,2,2,3,3,4,1,2,1,1,2,1,0,0.333333333333333,0,100,3,3,32,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,NA,NA,4,0.5,0.333333333333333,40,50,2,3,39,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,NA,7,5,1,0.166666666666667,50,50,0,3,39,0
1,1,4,2,3,5,2,4,5,4,5,4,4,1,4,4,4,6,5,0.666666666666667,1,70,40,NA,5,59,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,NA,4,4,0.666666666666667,0.166666666666667,60,60,2,4,63,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,7,4,0.666666666666667,0.833333333333333,85,30,1,2,31,1
2,2,5,1,5,3,2,2,4,4,5,2,4,1,1,1,1,5,2,NA,0,30,85,1,3,37,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,7,5,0.833333333333333,0.833333333333333,100,30,0,4,68,1
1,1,1,1,3,3,1,1,3,1,2,1,4,1,1,1,1,1,1,NA,0.833333333333333,60,60,3,2,35,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,NA,4,5,NA,1,85,60,1,2,63,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,4,4,0.5,0.166666666666667,50,50,0,2,88,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,NA,2,0.5,0.833333333333333,NA,NA,1,1,39,0
1,1,1,4,5,5,5,1,4,5,1,4,5,2,1,1,5,2,5,0.166666666666667,0.5,0,0,1,1,25,1
4,1,4,2,3,3,4,2,4,4,1,4,4,2,1,5,4,NA,4,NA,0.5,70,60,1,1,43,1
5,1,5,2,5,3,5,2,3,5,3,4,5,5,NA,1,2,1,4,NA,0,0,100,0,3,71,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,4,1,0.5,0,60,50,1,3,25,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,NA,4,5,0.333333333333333,0.666666666666667,60,60,3,4,69,1
2,2,4,4,3,5,4,4,3,4,4,3,5,1,4,2,5,4,4,0.5,0,50,85,1,2,29,1
5,2,5,4,3,5,5,5,5,5,4,5,4,1,1,4,5,NA,4,0.666666666666667,0,70,50,2,3,23,0
1,4,4,2,3,3,4,4,4,4,2,1,2,2,4,2,2,NA,4,NA,0.5,NA,NA,0,1,59,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,4,5,0.333333333333333,0,40,70,1,3,54,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,6,5,0.666666666666667,0.833333333333333,60,50,1,2,57,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,4,4,0.666666666666667,0.666666666666667,75,60,2,3,38,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,NA,4,4,NA,1,85,30,1,2,19,1
4,4,4,1,5,3,2,3,4,4,4,2,4,1,4,4,2,5,5,0.166666666666667,1,85,50,1,4,71,1
1,1,1,1,3,5,2,4,4,3,5,2,5,2,4,3,4,5,4,NA,0.166666666666667,60,85,1,4,56,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,7,2,0.666666666666667,0,30,85,0,1,78,0
1,1,3,2,5,3,5,5,NA,5,3,3,5,1,1,5,5,7,5,1,0.666666666666667,100,0,1,3,23,0
1,2,4,2,3,5,4,2,3,4,2,2,4,1,4,1,5,4,5,0.833333333333333,0.333333333333333,50,50,1,3,40,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,4,2,NA,0.5,30,30,0,1,23,1
