"manners","polite","respect","discip","obedience","behaved","orderly","loyal","white","black","latino","race","fem","college","relig_AthNoneDK","south","inc_40plus","age","religiosity","relig_cath","relig_prot","relig_evang","rr_sc","inc","inc_missing","educ_3cat","auth4","auth8","pid3","ideo3","immig_sc","gay_sc","cjs_pun_sc","ft_trump_sc","ft_rep_sc","ft_dem_sc","ResponseId"
1,1,0,1,0,1,1,1,1,0,0,"white",0,0,0,0,0,0.361111111111111,0,1,0,0,0.583333333333333,0.111111111111111,0,0,0.5,0.75,-1,0,0.416666666666667,0.291666666666667,0.541666666666667,0.19,0.31,1,"R_12o4G4FIf2gFX06"
0,0,0,0,0,0,0,0,0,0,1,"latino",0,1,0,1,0,0.0694444444444444,0.25,1,0,0,0.166666666666667,0.222222222222222,0,2,0,0,-1,-1,0,0,0.583333333333333,0,0,0.83,"R_248jSjCKJUZoVsK"
0,0,1,0,0,0,0,0,1,0,0,"white",1,0,0,0,0,0.194444444444444,0.25,0,0,1,0.916666666666667,0.222222222222222,0,1,0.25,0.125,1,1,0.5,0.5,0.416666666666667,0.97,0.18,0.35,"R_xz8VStfLzZ0biIF"
1,1,1,1,1,0,0,0,0,0,1,"latino",0,0,1,1,0,0.125,0,0,0,0,0.666666666666667,0.388888888888889,0,1,0.75,0.625,1,1,0.666666666666667,0.25,0.583333333333333,0.92,0.92,0.05,"R_2Bs45U2olKaKNwf"
1,1,1,1,1,1,1,0,0,0,1,"latino",0,1,0,1,1,0.277777777777778,0.5,1,0,0,0.666666666666667,0.444444444444444,0,2,1,0.875,1,0,0.333333333333333,1,0.875,0.71,0.56,0.36,"R_cSZq86Ojwr6ZkTD"
1,1,1,0,1,0,0,1,0,0,1,"latino",0,0,0,1,0,0.125,0,1,0,0,0.666666666666667,0.166666666666667,0,0,0.75,0.625,0,0,0.5,0.25,0.583333333333333,0.04,0.02,0.07,"R_O7g0bQOFIcsMWGd"
1,1,0,0,1,0,0,1,1,0,0,"white",0,0,1,0,0,0.194444444444444,0.5,0,0,0,0.666666666666667,0.333333333333333,0,0,0.5,0.5,-1,-1,0,0.125,0,0,0,1,"R_1GCj6f1kle2DAZi"
1,1,1,1,1,1,1,0,0,0,1,"latino",0,0,0,0,1,0.111111111111111,0,0,0,0,0.75,0.444444444444444,0,0,1,0.875,-1,-1,0.666666666666667,0.875,0.125,0.8,0.05,0.19,"R_9RG8u55VCGtuNsR"
0,0,0,0,1,0,0,0,0,0,1,"latino",0,0,1,0,0,0.402777777777778,0,0,0,0,0.5,0.166666666666667,0,0,0.25,0.125,0,-1,0.666666666666667,0.416666666666667,0.583333333333333,0.48,0.35,0.42,"R_1KpAxg9h9BnUu9f"
1,1,1,0,1,0,0,0,1,0,0,"white",0,0,0,0,0,0.361111111111111,0.75,0,0,0,0.833333333333333,0.333333333333333,0,0,0.75,0.5,1,-1,0.75,0.5,1,0.67,0.52,0.12,"R_2qmJELyfCBFbxxp"
0,1,0,0,0,0,0,0,0,0,1,"latino",0,1,0,1,1,0.0555555555555556,0.25,1,0,0,0.416666666666667,0.666666666666667,0,2,0,0.125,-1,-1,0.25,0.125,0.541666666666667,0.48,0.29,0.58,"R_vZIa7JiGMmWnu7f"
0,1,1,0,0,1,0,0,0,0,1,"latino",0,0,1,1,0,0.180555555555556,0,0,0,0,0.166666666666667,0.277777777777778,0,1,0.5,0.375,-1,-1,0.166666666666667,0,0.25,0.04,0.05,0.61,"R_23fvOUWuJkRNJES"
1,0,1,0,0,0,1,1,0,0,1,"latino",0,0,0,0,0,0.0555555555555556,0.25,0,0,0,0.666666666666667,0.111111111111111,0,0,0.5,0.5,1,-1,0.416666666666667,0.125,0.75,0.55,0.66,0.51,"R_3RjVdG24mfvG2oH"
1,1,1,1,1,1,0,0,1,0,0,"white",0,0,0,1,0,0.638888888888889,0.75,0,0,0,0.25,0.0555555555555556,0,0,1,0.75,1,0,0.666666666666667,0.583333333333333,0.875,0.85,1,0.7,"R_3oZ95kLtSvLDSAK"
1,1,1,1,1,1,0,1,0,0,1,"latino",0,0,0,0,0,0.513888888888889,0.75,1,0,0,1,0.333333333333333,0,0,1,0.875,1,1,0.583333333333333,0.291666666666667,1,0.82,0.75,0.43,"R_1DHlJG0LiGfjyxg"
1,0,1,1,1,1,1,1,0,0,1,"latino",0,0,1,1,1,0.458333333333333,0,0,0,0,0.5,0.5,0,1,1,0.875,-1,1,0.166666666666667,0.5,0.708333333333333,0.49,0.55,1,"R_31SZfgo7Bj6w4lI"
1,1,1,1,0,0,1,0,1,0,0,"white",0,0,1,0,0,0.541666666666667,0,0,0,0,0.75,0.222222222222222,0,1,0.5,0.625,0,0,0.666666666666667,0.583333333333333,0.333333333333333,0.4,0.55,0.25,"R_2wvmJNLYoTTISmW"
1,0,0,1,0,0,0,0,0,0,1,"latino",0,0,0,0,1,0.277777777777778,0.75,0,0,1,1,0.833333333333333,0,0,0.25,0.25,-1,0,0,0.25,0.708333333333333,0.01,0.01,1,"R_2AKfeUpoefnPzl8"
1,1,0,1,0,1,1,0,0,1,0,"black",0,0,0,1,0,0.138888888888889,0.5,1,0,0,0.25,0.111111111111111,0,0,0.5,0.625,-1,0,0.666666666666667,0.416666666666667,0.416666666666667,0,0,1,"R_33ru1T2JXDEKqW4"
0,0,0,0,0,0,0,0,1,0,0,"white",0,0,1,1,1,0,0.5,0,0,0,0.333333333333333,0.611111111111111,0,0,0,0,0,0,0.333333333333333,0.291666666666667,0.416666666666667,0.01,0.01,0.05,"R_2fwavWKG5tphHaE"
0,1,0,1,0,0,1,0,0,0,1,"latino",0,0,1,0,1,0.666666666666667,0.25,0,0,0,0.25,0.5,0,0,0,0.375,-1,-1,0.166666666666667,0,0.416666666666667,0.15,0.01,0.78,"R_1LFSviSp9rTCK4h"
1,1,1,1,1,1,0,0,0,0,1,"latino",0,0,0,1,1,0.486111111111111,0.25,1,0,0,0.75,0.611111111111111,0,0,1,0.75,-1,1,0,0.75,1,0.01,0.01,0.63,"R_78Msjt8wvnnCRLb"
0,0,0,0,0,0,1,0,0,0,1,"latino",0,0,1,0,1,0.291666666666667,0,0,0,0,0.333333333333333,0.611111111111111,0,0,0,0.125,-1,-1,0.416666666666667,0.875,0.583333333333333,0.29,0.01,0.51,"R_1g7OT3rzjGzrYH5"
1,0,1,1,1,1,1,1,0,0,1,"latino",0,0,0,0,0,0.236111111111111,0,1,0,0,0.75,0.277777777777778,0,0,1,0.875,1,1,0,0.75,0,1,1,0.04,"R_1liQJQFPcf98c8q"
0,1,0,1,0,0,0,0,0,0,1,"latino",0,0,1,1,1,0.166666666666667,0,0,0,0,0.333333333333333,0.555555555555556,0,1,0,0.25,0,0,0,0,0.291666666666667,0.15,0.05,0.2,"R_3F3SjeYxKKTONwj"
0,1,0,0,1,0,1,0,0,0,1,"latino",0,0,0,0,0,0.125,1,0,0,0,0.416666666666667,0.222222222222222,0,0,0.25,0.375,NA,-1,0.916666666666667,0.125,1,0.81,0.56,0.52,"R_1OPo0IvGAcWaoNs"
1,1,0,0,0,0,0,0,0,0,1,"latino",0,0,0,0,0,0.347222222222222,0,1,0,0,0.583333333333333,0.333333333333333,0,1,0.25,0.25,-1,-1,0.25,0.125,0.875,0.1,0.01,0.37,"R_pfslBFwxz5bP5LP"
1,0,1,0,0,1,1,1,1,0,0,"white",0,0,0,0,0,0.236111111111111,0.5,1,0,0,0.416666666666667,0.333333333333333,0,1,0.75,0.625,-1,0,0.333333333333333,0.583333333333333,0.416666666666667,0.46,0.52,0.51,"R_3IQQSnAt7hGdrj6"
1,1,1,0,1,1,0,1,0,0,1,"latino",0,0,0,1,1,0.0138888888888889,0.75,1,0,0,0.583333333333333,0.5,0,0,1,0.75,0,-1,0.666666666666667,0.291666666666667,0.583333333333333,0.52,0.05,0.56,"R_3MR1s4NMnDcSR6s"
1,1,1,1,1,1,1,1,0,0,1,"latino",0,0,0,0,0,0.416666666666667,0.75,1,0,0,0.416666666666667,0.388888888888889,0,0,1,1,-1,0,0.5,0.75,0.708333333333333,0.41,0.15,0.87,"R_eJ9BxGWxEZz3jgZ"
1,1,1,0,0,0,0,0,0,0,1,"latino",0,0,0,1,1,0.375,0.25,1,0,0,0.583333333333333,0.777777777777778,0,1,0.5,0.375,1,1,0.75,0.416666666666667,0.583333333333333,0.89,0.9,0.01,"R_1IB4D5dVcx521NA"
0,1,0,0,0,0,0,0,0,0,1,"latino",0,0,1,1,0,0.5,0,0,0,0,0.333333333333333,0,0,0,0,0.125,-1,-1,0.0833333333333333,0.125,0,0,0,0.85,"R_2iq0GvYYoT5t4Z3"
1,1,1,0,0,1,0,0,0,0,1,"latino",0,0,0,1,1,0.0833333333333333,0.75,1,0,0,0.75,0.722222222222222,0,1,0.75,0.5,1,-1,0.25,0,0.875,1,1,0.29,"R_3Ph3N9Vf3ezCaNE"
0,0,0,1,0,0,1,1,1,0,0,"white",0,0,0,1,1,0,0.25,0,1,0,0.583333333333333,0.5,0,1,0,0.375,1,0,0.75,1,0.333333333333333,1,1,0.15,"R_2aIBNrkqafMOuUz"
1,1,1,1,1,0,0,1,1,0,0,"white",0,0,0,1,1,0.416666666666667,1,0,0,0,1,0.611111111111111,0,1,0.75,0.75,1,0,0.666666666666667,0.625,0,1,1,0.03,"R_3il46LijbasiL3W"
0,1,1,0,1,1,0,0,0,0,1,"latino",0,1,0,0,1,0.194444444444444,0.75,0,0,0,0.75,0.666666666666667,0,2,0.75,0.5,-1,1,0.333333333333333,0.75,0.416666666666667,0.16,0.35,0.74,"R_2bKTijDzc7ByFwt"
0,1,1,0,0,1,1,0,0,1,0,"black",0,0,0,0,1,0.555555555555556,0.25,0,0,0,0,0.611111111111111,0,1,0.5,0.5,-1,1,0.333333333333333,0.166666666666667,0.166666666666667,0.23,0.08,0.99,"R_40K1ry4h1T1OP4Z"
0,0,0,0,0,0,0,1,0,0,1,"latino",0,0,1,1,0,0.319444444444444,0,0,0,0,1,0.222222222222222,0,1,0,0.125,1,1,1,1,1,1,0.76,0.01,"R_30dRQdm9rPNYMWl"
0,0,0,0,0,1,0,0,1,0,0,"white",0,0,1,0,1,0.25,0.25,0,0,0,0.583333333333333,0.666666666666667,0,1,0.25,0.125,-1,-1,0.416666666666667,0.291666666666667,0.541666666666667,0.3,0.26,0.62,"R_24k5a1DJdB9rLj5"
1,1,1,1,1,1,1,0,0,0,1,"latino",0,0,0,0,1,0.541666666666667,0.75,1,0,0,0.666666666666667,0.5,0,0,1,0.875,0,0,0.583333333333333,0.583333333333333,0.708333333333333,0.51,0.5,0.5,"R_1g7MeLdZfWcP38M"
1,0,1,0,0,0,0,1,1,0,0,"white",0,0,0,0,1,0.263888888888889,0.75,0,0,0,1,0.611111111111111,0,0,0.5,0.375,-1,0,0.916666666666667,0,1,0.02,0.08,0.99,"R_31v03I8yA5Xxgua"
0,0,1,1,0,0,0,0,0,0,1,"latino",0,0,1,1,0,0.236111111111111,0,0,0,0,0.333333333333333,0,0,1,0.25,0.25,-1,-1,0,0,1,0.35,0,0.82,"R_2wFR9qo7QNZa03B"
1,1,0,0,0,0,1,1,0,0,1,"latino",0,0,0,1,0,0.0833333333333333,0,1,0,0,0.75,0.0555555555555556,0,0,0.25,0.5,0,0,0.5,0.166666666666667,0.583333333333333,0.4,0.09,0.6,"R_2BgLecgW88qvsw8"
1,0,0,1,0,0,0,0,0,0,1,"latino",0,0,1,0,0,0.166666666666667,0,0,0,0,0.416666666666667,0,0,1,0.25,0.25,0,0,0,0,0.583333333333333,0.21,0.25,0.48,"R_271XJ0dpOtm9aph"
1,1,1,1,1,0,1,1,0,0,1,"latino",0,0,0,0,1,0.125,0,0,0,1,0.25,0.444444444444444,0,1,0.75,0.875,-1,1,0.416666666666667,0.875,0.583333333333333,0.16,0.27,0.41,"R_25uXXsPinDqajHr"
0,0,0,0,0,1,0,0,0,0,1,"latino",0,0,1,1,0,0.0833333333333333,0.75,0,0,0,0.5,0.0555555555555556,0,0,0.25,0.125,-1,-1,0.666666666666667,0.333333333333333,1,0.4,0.63,0.68,"R_1Gy1we2tK9q7byf"
1,1,1,1,1,1,1,1,0,0,1,"latino",0,0,0,1,0,0.305555555555556,0.75,1,0,0,0.5,0.277777777777778,0,0,1,1,-1,-1,0.25,0.25,0.75,0.04,0.11,1,"R_1gkziFtTWcRSb5A"
1,0,0,0,0,0,0,1,0,0,1,"latino",0,0,1,1,0,0.138888888888889,0,0,0,0,0.166666666666667,0,0,0,0.25,0.25,1,-1,0.75,0.291666666666667,0.666666666666667,0.39,0.31,0.38,"R_yqJiSXGgF5FEzN7"
0,1,0,0,0,0,0,0,0,0,1,"latino",0,0,1,0,1,0.180555555555556,0,0,0,0,0.583333333333333,0.5,0,0,0,0.125,1,0,0.5,0.291666666666667,0.708333333333333,0.66,0.66,0.49,"R_2ARmbPlL1J1nk3b"
1,1,1,1,1,1,1,1,0,0,1,"latino",0,0,0,0,1,0.305555555555556,0.75,0,0,1,0.666666666666667,0.722222222222222,0,1,1,1,-1,0,0.166666666666667,0.333333333333333,0.583333333333333,0,0,1,"R_2qeAxZfGohuSaCO"
1,1,1,1,0,1,0,0,0,0,1,"latino",0,0,0,0,0,0.263888888888889,0,1,0,0,0.333333333333333,0.222222222222222,0,0,0.75,0.625,0,-1,0.166666666666667,0,0.291666666666667,0.19,0.18,0.67,"R_1kYOvhRtTIlnjsp"
1,1,1,1,1,1,1,1,0,0,1,"latino",0,0,0,1,1,0.333333333333333,0.25,1,0,0,0.583333333333333,0.666666666666667,0,1,1,1,1,-1,0.916666666666667,0.583333333333333,1,0.85,0.81,0.58,"R_VIluYVq3P5ez57P"
0,1,1,1,1,1,1,0,0,0,1,"latino",0,0,1,0,NA,0,0,0,0,0,0.583333333333333,0,1,1,0.75,0.75,0,0,0.25,0.416666666666667,0.416666666666667,0.05,0,0,"R_sj9wgEgbQRwvARj"
0,0,1,1,1,1,0,0,0,0,1,"latino",0,0,1,1,0,0.0833333333333333,0.25,0,0,0,0.166666666666667,0.0555555555555556,0,1,0.75,0.5,0,0,0,0.75,0.5,0.03,0.07,0.01,"R_3q9cJzqSFiVN7bi"
1,0,1,0,1,0,0,1,1,0,0,"white",0,0,0,1,0,0.222222222222222,0.5,1,0,0,0.666666666666667,0.166666666666667,0,0,0.75,0.5,-1,-1,0.666666666666667,0.25,0.416666666666667,0.82,0.73,0.82,"R_1pM2puALnZmXrrJ"
0,1,1,0,1,0,0,0,0,1,0,"black",0,0,0,0,0,0.152777777777778,0.75,0,1,0,0.5,0.166666666666667,0,1,0.5,0.375,1,1,0.5,0.583333333333333,0.708333333333333,1,1,1,"R_Xnb1f2yeD1tRJAJ"
0,0,1,0,1,1,0,0,1,0,0,"white",0,1,0,1,1,0.208333333333333,0.25,0,1,0,0.416666666666667,0.5,0,2,0.75,0.375,0,-1,0.583333333333333,0.75,0.166666666666667,0.92,0.94,0.42,"R_2RUGgtu4nW8y2jB"
1,1,1,1,1,0,1,1,1,0,0,"white",0,0,0,0,NA,0.236111111111111,0.25,0,1,0,0.916666666666667,0,1,0,0.75,0.875,1,1,0.916666666666667,0.416666666666667,1,0.85,0.8,0,"R_1Hiv7vWQkFuQnog"
1,1,1,1,1,0,1,1,0,0,1,"latino",0,0,0,1,0,0.680555555555556,0.75,1,0,0,0.583333333333333,0.166666666666667,0,0,0.75,0.875,-1,0,0,0.875,0.458333333333333,0.1,0.08,1,"R_z6aDaB4wXcsopjz"
1,1,1,0,0,0,1,0,0,0,1,"latino",0,0,0,0,1,0.458333333333333,0,1,0,0,0,0.444444444444444,0,0,0.5,0.5,-1,-1,0.5,0,0.416666666666667,0.02,0.01,0.86,"R_3jfe6KuwD7DbJZA"
0,0,0,0,0,0,0,0,0,0,1,"latino",0,0,1,1,1,0.208333333333333,0.25,0,0,0,0.166666666666667,0.5,0,1,0,0,-1,0,0.0833333333333333,0,0.708333333333333,0.01,0.01,1,"R_ba3UmU27nYNVd0B"
1,1,1,0,0,0,0,0,0,0,1,"latino",0,1,0,1,0,0.444444444444444,1,0,0,1,0.333333333333333,0.166666666666667,0,2,0.5,0.375,-1,1,0.416666666666667,0.583333333333333,0.875,0.12,0.6,0.72,"R_3JDUtkCscvTeIwD"
1,0,1,1,0,1,0,0,0,1,0,"black",0,0,0,0,1,0.194444444444444,0.5,1,0,0,0.416666666666667,0.611111111111111,0,1,0.75,0.5,-1,-1,0.333333333333333,1,0,0.51,0.57,0.99,"R_01bpuf4V0CDvZlv"
1,1,0,0,0,1,1,1,0,0,1,"latino",0,0,1,1,0,0.25,0,0,0,0,0.416666666666667,0.333333333333333,0,1,0.5,0.625,-1,-1,0.5,1,0.625,0.31,0.03,0.85,"R_3NRmTUdlfhTLHVk"
0,0,0,0,1,0,1,1,0,1,0,"black",0,0,0,0,0,0.222222222222222,1,0,1,0,0.5,0,0,0,0.25,0.375,1,-1,1,0,1,0.8,0.81,0.79,"R_1GU1BKrmEmu6kez"
1,1,1,0,1,0,1,1,0,0,1,"latino",0,0,0,0,1,0.194444444444444,0.75,1,0,0,0.583333333333333,0.5,0,1,0.75,0.75,1,-1,0.916666666666667,0.125,1,0.39,0.73,0.52,"R_3qdiPqKX3iLmyQ4"
0,0,0,0,0,1,0,0,1,0,0,"white",0,0,0,0,1,0.0555555555555556,0.5,1,0,0,0.5,0.444444444444444,0,1,0.25,0.125,-1,0,0.5,0.458333333333333,0.541666666666667,0.48,0.02,0.23,"R_247xQVImCh8dCuV"
1,1,1,1,1,0,0,0,0,1,0,"black",0,0,0,0,0,0,0.75,0,0,1,0.5,0,0,0,0.75,0.625,-1,0,0.25,0.583333333333333,0.541666666666667,0.02,0.02,0.71,"R_1gMBex02GwcwZUk"
1,1,1,1,1,0,0,0,0,0,1,"latino",0,0,0,0,1,0.444444444444444,0.25,0,0,1,0.5,0.722222222222222,0,0,0.75,0.625,1,0,0.333333333333333,0.25,0.166666666666667,1,1,0.16,"R_3MrqvyKwzOFiggU"
0,1,0,1,0,0,0,1,0,0,1,"latino",0,0,1,1,1,0.0972222222222222,0.25,0,0,0,0.5,0.666666666666667,0,1,0,0.375,0,0,0.416666666666667,0.125,0.875,0.1,0.1,0.1,"R_2E50JfpWmB47N5U"
1,1,1,1,0,1,0,0,0,0,1,"latino",0,1,0,1,1,0.555555555555556,0.25,1,0,0,0.333333333333333,0.5,0,2,0.75,0.625,-1,0,0.166666666666667,0.25,1,0,0,1,"R_1pQDyYhUVgJ0b13"
1,1,1,1,0,1,0,0,1,0,0,"white",0,0,0,0,1,0.694444444444444,0.25,0,1,0,0.583333333333333,0.5,0,0,0.75,0.625,1,0,0.583333333333333,0.416666666666667,0.708333333333333,0.93,0.94,0.57,"R_2EHp4Mh3IFScHb1"
1,1,0,0,0,0,0,0,1,0,0,"white",0,0,1,0,1,0.0833333333333333,0,0,0,0,0.5,0.833333333333333,0,1,0.25,0.25,0,0,0.416666666666667,0,0.291666666666667,0.2,0.53,0.08,"R_AF0BLVkUfLIouNH"
1,1,1,1,1,1,1,1,1,0,0,"white",0,0,0,1,0,0.694444444444444,0.25,0,0,0,0.916666666666667,0.222222222222222,0,1,1,1,1,1,0.666666666666667,0.416666666666667,0.583333333333333,0.72,0.6,0.11,"R_sLmIIZGLLkYwLpn"
1,0,1,1,1,1,0,0,1,0,0,"white",0,0,0,0,0,0.472222222222222,0.25,1,0,0,0.0833333333333333,0.222222222222222,0,0,1,0.625,-1,0,0.25,0,1,0.33,0.14,1,"R_3mmKa6yKGMS194d"
1,1,1,1,1,0,0,1,0,1,0,"black",0,0,1,0,0,0.263888888888889,0,0,0,0,0.416666666666667,0.111111111111111,0,0,0.75,0.75,1,1,0.75,0.458333333333333,0.708333333333333,0.59,0.72,0.25,"R_T0KxkWI94GOxTWx"
1,0,0,1,1,0,0,0,0,0,1,"latino",0,1,0,0,1,0.291666666666667,0.75,0,1,0,0.5,0.833333333333333,0,2,0.5,0.375,-1,0,1,0,1,0.13,0.11,0.94,"R_2PkdHKGOygpVoce"
1,1,1,1,1,1,1,0,0,0,1,"latino",0,0,0,1,0,0.166666666666667,0,1,0,0,0.416666666666667,0.222222222222222,0,1,1,0.875,-1,-1,0,0,0.75,0,0,1,"R_23UeiHCSwUzrkql"
1,1,0,1,1,1,0,1,0,0,1,"latino",0,0,0,1,0,0.180555555555556,0.25,1,0,0,0.666666666666667,0.388888888888889,0,1,0.75,0.75,1,1,0.833333333333333,0.416666666666667,1,0.85,0.75,0.09,"R_8kM6V320NgKDMIh"
1,1,1,1,1,1,0,1,0,0,1,"latino",0,0,0,0,0,0.222222222222222,0.25,1,0,0,0.583333333333333,0.222222222222222,0,0,1,0.875,-1,-1,0,0.416666666666667,1,0.06,0.02,0.6,"R_27xuTUV5KWMS4y8"
1,0,1,1,1,0,0,0,1,0,0,"white",0,0,1,1,0,0.111111111111111,0.5,0,0,0,0.583333333333333,0.333333333333333,0,0,0.75,0.5,0,0,0.75,0.25,0.125,0.04,0.84,0.04,"R_1HdkPeVTNXqhOZJ"
1,0,1,1,1,1,0,0,0,0,1,"latino",0,0,0,1,1,0.125,0.5,1,0,0,0.416666666666667,0.444444444444444,0,0,1,0.625,1,0,0.25,0.416666666666667,0.583333333333333,0.71,0.42,0.49,"R_2QAhLxyu50aT7Am"
0,0,0,0,0,0,0,0,0,0,1,"latino",0,0,0,1,0,0.0833333333333333,0.75,1,0,0,0.666666666666667,0.222222222222222,0,0,0,0,-1,-1,0,0.25,0.708333333333333,0.1,0.05,1,"R_3ETkoe2LmMOX80d"
1,1,1,1,1,1,1,1,1,0,0,"white",0,0,0,1,0,0.0555555555555556,0.5,0,0,0,0.916666666666667,0.0555555555555556,0,0,1,1,0,0,0,0,0.875,0.02,0.02,0.02,"R_R4gXPdWg5aWC0gh"
0,1,1,0,1,1,0,0,0,0,1,"latino",0,0,0,0,0,0.180555555555556,0.75,0,1,0,0.75,0.111111111111111,0,1,0.75,0.5,NA,1,0.833333333333333,1,1,0.65,0.72,0,"R_29cBCXQpLLTgsXN"
1,1,1,1,1,0,0,0,1,0,0,"white",1,0,1,1,1,0.305555555555556,0,0,0,0,0.25,0.5,0,1,0.75,0.625,-1,0,0.416666666666667,0,0.291666666666667,0.82,0.83,0.94,"R_ZJKp71RDTOZHFpT"
1,1,1,1,1,0,1,1,1,0,0,"white",0,0,0,1,0,0.5,1,0,0,1,0.833333333333333,0.111111111111111,0,1,0.75,0.875,1,1,0.75,0.5,1,1,1,0.01,"R_2VlrHp7RcFwRHtI"
1,1,1,1,1,0,0,0,1,0,0,"white",0,0,1,1,0,0.222222222222222,0,0,0,0,0.416666666666667,0.111111111111111,0,0,0.75,0.625,NA,0,0.25,0.416666666666667,0.583333333333333,0.8,0.08,0.2,"R_2fy5buQhTNJvGR7"
1,0,0,0,0,0,0,0,1,0,0,"white",0,0,0,0,1,0.527777777777778,0,1,0,0,0.5,0.666666666666667,0,1,0.25,0.125,1,1,0.916666666666667,0.25,1,1,1,0.07,"R_1ZH0gkDbZr8wzVD"
1,1,1,1,1,0,0,0,0,1,0,"black",0,0,1,1,0,0.111111111111111,0.5,0,0,0,0,0.0555555555555556,0,0,0.75,0.625,-1,-1,0,0,0.583333333333333,0,0,0.51,"R_O2aj4w7843fVw8F"
0,0,0,1,1,0,0,0,0,0,1,"latino",0,0,0,1,0,0.541666666666667,0.5,1,0,0,0.583333333333333,0.166666666666667,0,1,0.25,0.25,1,1,0.583333333333333,0.125,0.708333333333333,0.47,0.62,0.4,"R_0MNVT5PhGu0a8dH"
0,1,0,0,0,1,0,0,1,0,0,"white",0,0,0,0,1,0.166666666666667,0,1,0,0,0.666666666666667,0.722222222222222,0,1,0.25,0.25,NA,0,0.75,0,0.75,0.01,0.01,0.01,"R_1CpBaLzoPAG9QhE"
1,0,0,1,0,0,1,1,0,0,1,"latino",0,0,1,0,1,0.25,0,0,0,0,0.25,0.777777777777778,0,0,0.25,0.5,-1,-1,0,0,0,0,0,0.5,"R_STy2cNsHxsBcKad"
0,0,1,0,1,1,1,1,0,0,1,"latino",0,0,0,1,1,0.277777777777778,0.75,1,0,0,0.583333333333333,0.611111111111111,0,1,0.75,0.625,-1,-1,0.75,0.333333333333333,1,0.66,0.64,0.81,"R_301XHBvL7KeT5df"
0,1,1,1,0,0,0,1,0,0,1,"latino",0,1,0,0,0,0,0.5,1,0,0,0.416666666666667,0.222222222222222,0,2,0.25,0.5,-1,-1,0,0,1,0.16,0,0.82,"R_piqPmFy7aJ6Ewut"
0,1,1,0,0,0,0,0,0,0,1,"latino",0,0,1,0,1,0.458333333333333,0.25,0,0,0,0.666666666666667,0.555555555555556,0,1,0.25,0.25,-1,-1,0.0833333333333333,0,0.625,0.01,0.01,0.61,"R_2YFGbAx1xhzZh3Y"
1,1,0,1,1,1,1,0,0,0,1,"latino",0,0,1,0,0,0.180555555555556,0,0,0,0,0.166666666666667,0,0,0,0.75,0.75,-1,0,0.666666666666667,0,0.166666666666667,0.04,0.06,0.37,"R_2e4EegzVuVfuF8O"
1,0,0,0,0,0,0,1,1,0,0,"white",0,1,0,0,0,0.0277777777777778,0.75,1,0,0,0.333333333333333,0.0555555555555556,0,2,0.25,0.25,-1,-1,0.5,0.125,0.583333333333333,0.04,0.05,1,"R_TuBFX3UPKKUIfIt"
0,1,1,1,0,0,0,0,0,0,1,"latino",0,0,1,1,1,0.166666666666667,0.5,0,0,0,0.666666666666667,0.5,0,1,0.25,0.375,1,0,0,0.25,0.166666666666667,0.16,0.02,0.03,"R_2uQlfyI91mVovXo"
0,0,0,0,0,0,0,0,0,0,1,"latino",1,0,1,0,1,0.555555555555556,0,0,0,0,1,0.611111111111111,0,1,0,0,0,0,0.333333333333333,0,0,0.01,0.01,0.01,"R_3ncQVHLwGVPIHCH"
1,1,1,1,1,1,0,0,0,0,1,"latino",0,0,0,0,0,0,0.5,1,0,0,0.25,0.222222222222222,0,1,1,0.75,-1,0,0.666666666666667,0.625,0.75,0.83,0.72,1,"R_2TLRGSegpO8IYR2"
1,1,1,1,0,0,0,0,1,0,0,"white",0,0,0,0,0,0.208333333333333,0.75,0,0,0,0.666666666666667,0.333333333333333,0,0,0.5,0.5,1,-1,0.916666666666667,0,1,0.9,0.8,0.17,"R_3JdWmZBZ5OE8s9n"
1,1,1,0,0,1,1,1,0,0,1,"latino",0,0,0,1,NA,0.0138888888888889,0.25,0,0,1,0.166666666666667,0,1,0,0.75,0.75,1,0,0,0.541666666666667,0.583333333333333,0.6,0.2,0.75,"R_RWBblZs1qOhBRg5"
0,1,0,0,1,0,1,1,1,0,0,"white",0,0,1,0,0,0.694444444444444,0.25,0,0,0,0.666666666666667,0.166666666666667,0,0,0.25,0.5,-1,-1,0.166666666666667,0.583333333333333,0.416666666666667,0.26,0.34,0.82,"R_12R2Kw9QBTNmeFY"
0,0,0,0,0,1,1,0,0,0,1,"latino",1,0,1,0,0,0.0972222222222222,0,0,0,0,0.166666666666667,0.388888888888889,0,0,0.25,0.25,-1,0,0,0.375,0.708333333333333,0.24,0,0.77,"R_2ztBlkdPaOaVIDm"
0,0,0,0,0,0,0,0,0,1,0,"black",0,0,0,1,1,0.0416666666666667,0,0,0,0,0.0833333333333333,0.5,0,1,0,0,0,0,0.25,0,0.416666666666667,0.02,0.06,0.02,"R_3e8nB21ArX1tjzm"
0,1,1,0,1,0,0,1,0,0,1,"latino",0,0,1,0,0,0.0416666666666667,0,0,0,0,0.583333333333333,0.333333333333333,0,1,0.5,0.5,-1,-1,0.833333333333333,0.166666666666667,0.875,0.08,0.01,0.4,"R_1ImYO9ljeM81wFQ"
1,1,1,1,1,1,1,1,0,0,1,"latino",0,0,1,1,0,0.180555555555556,0,0,0,0,0.75,0.0555555555555556,0,0,1,1,0,0,0.166666666666667,0.75,0.875,0.04,0.02,0.04,"R_1ds0rstnrQfvHSC"
