"econ_FTunions_92","econ_FTwelfare_92","econ_FTpoor_92","econ_markets_92","econ_lessgovt_92","econ_biggovt_92","econ_spend_enviro_92","econ_spend_aids_92","econ_spend_socsec_92","econ_spend_fstamps_92","econ_spend_schools_92","econ_spend_homeless_92","econ_spend_chldcare_92","econ_spend_blacks_92","econ_spend_welfare_92","econ_spend_collstudents_92","econ_spend_unemp_92","econ_spend_poor_92","econ_spend_cities_92","econ_eqlopp_92","econ_eqltoofar_92","econ_eqlchance_92","econ_worryless_92","econ_uneqlchance_92","econ_fewerproblms_92","econ_place_living_92","econ_govtprovide_92","econ_place_services_92","econ_place_insure_92","econ_place_cities_92","econ_parentleave_92","econ_expmedicare_92","econ_FTunions_96","econ_FTwelfare_96","econ_FTpoor_96","econ_markets_96","econ_lessgovt_96","econ_biggovt_96","econ_spend_enviro_96","econ_spend_aids_96","econ_spend_socsec_96","econ_spend_fstamps_96","econ_spend_schools_96","econ_spend_homeless_96","econ_spend_chldcare_96","econ_spend_welfare_96","econ_spend_collstudents_96","econ_spend_poor_96","econ_eqlopp_96","econ_eqltoofar_96","econ_eqlchance_96","econ_worryless_96","econ_uneqlchance_96","econ_fewerproblms_96","econ_place_living_96","econ_deficitspend_96","econ_cutspend_96","econ_cuttax_96","econ_cutspenddefic_96","econ_cuttaxsize_96","econ_childwelf_96","econ_welf2yrlim_96","econ_place_incgap_96","econ_place_services_96","econ_place_insure_96","econ_place_enviro_96","moral_FTwmnsmvmnt_92","moral_childobey_92","moral_schoolpray_92","moral_abortion_92","moral_parentconsent_92","moral_govtfundabort_92","moral_lifestyles_92","moral_worldchange_92","moral_family_92","moral_tolerate_92","moral_wifenotifyabort_92","moral_wmnequalrole_92","moral_FTgay_92","moral_FTxtnfunds_92","moral_gayjobdisc_92","moral_gaymilitary_92","moral_gayadopt_92","moral_extramarital_92","moral_FTwmnsmvmnt_96","moral_FTxtncoalition_96","moral_schoolpray_96","moral_abortion_96","moral_lifestyles_96","moral_worldchange_96","moral_family_96","moral_tolerate_96","moral_wmnequalrole_96","moral_FTgay_96","moral_FTxtnfunds_96","moral_gayjobdisc_96","moral_gaymilitary_96","moral_momhome_96","pid7_92","ft_reps_92","ft_dems_92","pid7_96","ft_reps_96","ft_dems_96","ideo7_92","ft_cons_92","ft_libs_92","ideo7_96","ft_cons_96","ft_libs_96","educ_low_92","educ_high_92","int_polknow_low","int_polknow_hi","econ92","econ96","moral92","moral96","PID92","PID96","IDEO92","IDEO96","econ_educLow_92","econ_educLow_96","moral_educLow_92","moral_educLow_96","econ_educHigh_92","econ_educHigh_96","moral_educHigh_92","moral_educHigh_96","econ_polKnowLow_92","econ_polKnowLow_96","moral_polKnowLow_92","moral_polKnowLow_96","econ_polKnowHigh_92","econ_polKnowHigh_96","moral_polKnowHigh_92","moral_polKnowHigh_96"
60,NA,15,0,1,NA,1,1,2,2,1,1,1,1,3,1,2,2,2,1,3,1,2,1,2,7,0,4,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,5,5,5,4,5,3,2,1,50,50,2,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,50,50,NA,NA,NA,5,60,50,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0.0927354370815074,NA,0.510690051379839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,40,30,0,0,0,NA,2,2,2,NA,NA,NA,NA,3,2,NA,NA,NA,1,4,2,3,4,3,4,NA,4,4,4,NA,1,50,50,0,0,0,0,2,2,2,3,1,2,1,3,1,2,2,4,3,4,4,3,3,NA,0,NA,NA,NA,4,4,4,4,4,4,30,1,3,2,5,NA,5,5,5,4,4,4,40,60,2,NA,5,5,20,50,2,2,5,4,5,4,5,50,50,1,2,4,5,70,60,2,60,70,4,NA,60,4,50,50,0,0,NA,NA,NA,-0.0314885891457693,NA,0.167061267364679,0.590822301228884,-0.790831968945954,NA,-0.256393224419419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,40,30,1,1,1,1,1,2,2,2,1,2,3,3,1,2,2,3,1,3,4,4,4,3,7,1,7,1,5,1,5,70,50,30,1,1,1,2,2,2,3,1,1,1,3,1,2,1,4,4,3,2,4,5,1,1,1,0,NA,5,1,6,4,4,4,40,1,3,3,5,5,5,5,5,5,4,1,100,60,5,5,5,5,40,40,3,3,5,5,5,4,1,100,40,5,5,4,7,60,40,7,70,40,7,100,15,6,100,40,0,1,0,0,1.15755393581857,0.522054298369731,1.5272750117696,1.37140538742164,1.58809213862611,1.57353842659115,2.07148297156265,1.239761239521,NA,NA,NA,NA,0.870941727367223,0.197617335679013,1.54422791604866,1.27372097260349,NA,NA,NA,NA,NA,NA,NA,NA
15,60,40,0,0,1,2,1,1,3,1,1,2,2,3,2,2,2,1,1,4,4,2,4,3,3,1,4,5,2,0,1,15,60,40,0,0,0,2,1,1,3,1,1,1,3,2,1,2,2,5,1,4,2,3,1,0,1,0,NA,5,5,3,4,4,4,15,1,1,1,2,1,4,3,4,3,1,1,30,60,1,1,1,5,15,50,1,1,4,2,5,2,1,40,50,1,1,1,2,30,70,1,60,100,3,60,85,3,60,85,0,1,0,1,0.36123353491193,-0.559434839025551,-0.945543594216903,-0.968797194489532,-0.909743484360488,-1.26961330521642,-0.900485384952619,-1.00393384648397,NA,NA,NA,NA,0.16077394030617,-0.785926173619745,-0.695508146303781,-0.785982330265629,NA,NA,NA,NA,0.191708775736702,-0.684755516195512,-0.673491673194269,-0.770964315194638
80,25,50,1,1,1,2,2,2,3,2,2,2,2,3,2,2,2,2,5,4,5,5,5,5,7,1,7,7,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,3,2,5,2,5,5,5,5,5,1,25,75,5,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,100,30,NA,NA,NA,6,75,50,NA,NA,NA,1,0,0,1,2.48482602068049,NA,NA,NA,1.59748206298007,NA,1.19574783802606,NA,2.75528586009946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06796085281704,NA,NA,NA
15,60,25,0,0,0,1,1,2,3,2,2,2,3,3,2,1,2,2,2,2,4,2,2,4,5,0,4,4,3,1,5,0,NA,0,0,0,0,2,2,1,NA,1,1,2,2,3,2,1,5,3,5,1,5,4,1,0,1,0,3,5,NA,7,4,1,4,40,1,2,NA,5,4,5,5,5,4,5,3,100,100,5,5,5,5,40,100,3,NA,5,5,5,5,1,100,50,5,NA,3,2,60,60,2,60,70,4,40,40,5,70,0,0,0,NA,NA,0.41366504952734,NA,NA,NA,-0.902089921354783,-0.790831968945954,-0.149277641911163,0.49984098636871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,40,15,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,4,4,2,7,0,4,4,4,1,1,40,30,0,1,1,1,2,2,2,2,2,2,2,3,2,2,2,4,5,4,4,4,4,1,0,1,0,NA,5,5,7,4,4,4,40,1,2,2,NA,4,5,4,4,4,5,6,40,60,2,5,5,5,40,70,2,2,4,4,4,2,NA,50,70,5,2,1,7,85,30,7,85,40,5,85,60,6,85,60,1,0,0,0,0.939081936437016,0.830679976443713,0.564006502582099,NA,1.59487752095769,1.57658648896672,0.560408699949798,1.23288657403504,1.16868437825651,1.04430672096453,0.337969067933087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,40,40,0,0,0,1,NA,1,1,1,1,1,2,1,1,2,1,1,1,4,1,2,1,2,4,0,4,5,4,1,1,15,30,30,0,0,0,1,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,5,1,0,0,0,NA,4,2,3,3,3,4,40,NA,2,1,5,1,4,4,4,4,5,4,50,60,2,5,5,4,40,50,2,1,4,4,4,2,4,70,NA,2,5,4,2,40,70,2,40,85,3,50,50,3,60,70,1,0,NA,NA,NA,-1.1643282924446,0.319680167042473,NA,-0.908007123012232,-0.798842093038245,-0.784616779987422,-1.00090040113497,NA,-1.09018870213521,0.127331197493696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,30,15,0,0,0,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,0,1,1,1,0,1,30,40,15,0,0,0,1,2,1,1,1,1,1,1,2,1,1,1,1,4,1,1,2,0,0,1,0,NA,2,1,1,1,1,2,0,NA,2,1,1,1,1,2,3,1,5,1,30,0,2,2,5,4,30,15,2,2,4,2,4,3,1,30,15,1,2,1,1,0,60,2,15,70,1,0,85,1,30,70,0,0,NA,NA,-1.6092026151252,-1.77990518566353,-1.59948904961373,-0.826545049389623,-1.40956670985612,-0.799976156072664,-2.38281407113282,-2.49125913925967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,80,20,0,0,0,1,2,2,3,1,1,2,2,3,1,2,2,2,1,5,4,2,2,4,4,1,4,1,2,1,1,30,70,15,0,1,0,2,2,1,2,1,1,1,3,1,2,4,4,4,1,1,1,4,0,0,0,0,NA,5,5,4,6,1,3,50,1,2,4,5,5,5,5,5,5,5,6,90,30,5,5,5,5,40,60,2,4,5,5,5,3,4,100,60,2,1,1,2,50,50,1,0,70,5,50,20,5,60,40,1,0,0,1,0.155281746467555,-0.162767267134007,1.71182097336285,0.864830010021602,-0.901381803742101,-1.27391347286897,0.60466251692678,0.489865084313172,0.475273068789174,0.0449519513410545,1.62537931794747,0.82411508428269,NA,NA,NA,NA,NA,NA,NA,NA,-0.00532539383450131,-0.439779557436245,1.7830089510347,0.970143924157546
0,15,0,0,1,NA,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,5,1,4,1,1,1,2,1,1,0,0,0,0,0,0,2,2,1,3,3,1,1,2,2,1,1,5,2,2,3,2,4,0,0,0,0,4,1,2,2,4,1,1,15,1,NA,3,2,5,5,1,5,1,NA,7,85,100,4,1,5,5,25,100,1,4,5,2,5,2,4,NA,100,1,1,5,1,0,100,2,15,85,7,40,40,3,50,50,1,0,0,0,NA,-0.774953655149329,NA,NA,-1.41934462569987,-0.803922196997528,1.73757604869585,-0.998742521794484,NA,-0.768262903981269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,40,30,0,0,0,1,1,1,1,1,1,1,2,3,1,2,1,2,1,3,2,2,1,1,5,0,1,1,1,1,1,0,60,25,0,0,0,2,1,1,2,1,1,1,3,1,1,1,4,3,4,2,3,3,0,0,0,0,NA,5,5,5,3,3,3,60,0,2,1,1,1,3,3,5,2,5,4,50,50,1,1,4,5,40,55,3,1,4,4,5,1,3,30,50,1,1,4,4,50,60,2,50,60,3,50,60,3,50,60,1,0,NA,NA,-1.33323866437305,-0.930359654332131,-0.453508662558786,-0.618241371242475,0.0902909581205694,-0.790233316579758,-0.828409058823932,-1.00076481869382,-1.24815130701745,-0.861026709163211,-0.700706047658188,-0.905391132195353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,40,0,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,4,1,2,1,1,5,0,4,6,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,2,1,5,1,5,5,5,1,1,1,40,85,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,50,NA,NA,NA,5,85,40,NA,NA,NA,0,0,NA,NA,-0.216012874202385,NA,-0.530663784074584,NA,1.09292994262401,NA,0.647993257622817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,40,40,0,0,0,1,2,2,2,1,1,1,3,1,2,2,2,2,1,3,1,4,2,1,1,0,4,4,2,0,1,50,30,30,0,0,0,1,1,1,1,1,1,1,NA,1,1,1,1,3,5,5,1,1,0,1,1,0,NA,1,1,4,2,2,1,40,1,1,1,5,1,2,3,3,2,5,1,50,50,NA,2,5,5,50,NA,2,1,3,1,5,3,1,50,50,1,1,3,4,50,50,4,50,50,2,50,50,5,50,50,1,0,NA,NA,-0.695787236127798,NA,NA,-0.670637211400195,0.0927354370815074,0.154175886211617,-1.41356801018976,0.485956072955645,-0.665659423822054,NA,NA,-0.827410325440502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,40,35,NA,NA,0,NA,2,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,1,3,1,5,5,4,4,NA,5,2,NA,NA,1,40,40,40,0,0,1,2,2,1,2,1,2,2,2,2,1,2,4,2,4,4,2,4,0,0,0,0,NA,5,5,4,4,4,4,50,NA,4,2,NA,NA,NA,3,5,3,5,NA,70,50,5,1,5,5,40,NA,2,3,4,3,4,3,NA,50,NA,5,5,4,2,50,NA,5,70,60,7,NA,50,4,50,60,1,0,1,0,NA,-0.180764495185009,NA,NA,NA,0.626498529849867,NA,-0.258415521318756,NA,-0.196115539644078,NA,NA,NA,NA,NA,NA,NA,0.0557613401841525,NA,NA,NA,NA,NA,NA
40,60,40,0,0,0,2,2,1,3,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,5,0,4,5,5,1,1,50,60,50,0,0,1,2,1,1,3,1,1,1,3,1,2,2,4,3,3,3,3,4,1,0,1,0,NA,5,5,4,4,5,3,40,1,3,1,2,4,3,1,5,2,2,2,50,60,2,2,4,5,50,50,3,1,4,3,5,3,1,60,50,2,2,3,2,50,50,2,50,50,5,60,50,4,50,50,0,0,1,0,0.115179899689346,-0.0527133868854263,-0.43478855466239,-0.074388626778883,-0.901381803742101,-0.787602622629849,0.510690051379839,-0.256393224419419,NA,NA,NA,NA,NA,NA,NA,NA,0.87648908384845,0.364784805336523,-0.676432625709598,-0.0535446048816273,NA,NA,NA,NA
60,60,15,NA,NA,NA,1,1,2,3,1,1,1,1,3,1,2,1,1,1,2,2,1,1,1,5,0,4,5,4,1,2,60,30,15,1,1,1,2,2,2,3,2,1,2,3,1,2,1,4,4,2,2,4,5,1,0,1,0,2,2,4,4,5,3,3,30,0,NA,1,4,2,4,5,4,2,1,1,15,60,1,1,2,5,15,40,2,1,2,3,3,2,1,15,60,1,1,1,6,85,70,5,60,40,5,60,40,5,60,70,0,1,0,0,NA,0.689272432019115,NA,-1.46561844332393,1.08804098470213,0.629727876165972,0.554482330216348,0.483798193615162,NA,NA,NA,NA,NA,0.362545269986634,NA,-1.11171577581691,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,15,0,0,0,2,2,1,2,2,1,2,2,2,2,1,1,2,2,4,1,3,2,1,4,NA,1,4,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,2,3,4,2,2,2,5,2,5,1,100,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,60,85,NA,NA,NA,5,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,-1.40525973916893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,50,50,1,1,0,1,1,1,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,3,0,5,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,2,1,2,2,4,3,4,2,2,1,50,50,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,70,60,NA,NA,NA,3,40,60,NA,NA,NA,1,0,0,1,-0.213611600236672,NA,-0.721665719788275,NA,-0.403294939594724,NA,-0.865813429786519,NA,-0.197159427995888,NA,-1.00937230178324,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.318743098815626,NA,-0.47724995804789,NA
50,50,NA,0,0,NA,1,2,1,3,1,1,1,2,3,1,1,1,3,1,2,2,2,2,2,4,0,3,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,2,1,5,NA,4,2,2,2,5,1,95,50,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,70,NA,NA,NA,4,50,50,NA,NA,NA,0,0,1,0,NA,NA,0.170827449898935,NA,-1.40940664679468,NA,-0.155665549785085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.376935068035154,NA,NA,NA,NA,NA
15,50,30,1,0,1,2,1,2,2,2,1,1,3,3,1,1,1,1,1,1,1,2,2,4,5,0,3,7,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,1,1,3,5,4,5,2,2,1,5,5,50,50,2,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,50,85,NA,NA,NA,2,30,85,NA,NA,NA,0,0,1,0,0.00411445403453364,NA,-0.197694309689741,NA,-0.41287885969358,NA,-1.64164972804272,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537243486699613,NA,-0.544867251562721,NA,NA,NA,NA,NA
20,50,30,0,0,0,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,6,0,2,3,4,1,2,30,50,30,0,0,0,1,1,1,3,1,1,1,3,1,1,1,2,2,5,2,1,6,1,0,1,1,NA,5,5,4,5,5,2,20,1,3,3,5,NA,5,1,5,2,5,3,80,80,2,5,5,5,50,50,2,1,5,5,5,2,3,50,50,1,1,4,4,55,55,5,60,60,5,80,80,5,50,50,0,1,0,1,-1.10292530095443,-0.657552099691998,0.623199118145984,-0.185628819288328,0.0923813782751661,0.624466488266153,0.454121956795484,0.485956072955645,NA,NA,NA,NA,-1.32414182401637,-0.709528872531795,0.773971636421977,0.00939586583674845,NA,NA,NA,NA,-1.17062081624157,-0.636430290881516,0.783969675828101,-0.0188826241047591
0,50,0,0,0,0,1,2,1,2,1,1,1,3,2,2,1,1,3,1,5,5,1,1,1,1,0,4,1,3,1,1,40,70,40,0,0,0,2,3,1,2,1,2,1,3,2,2,2,3,2,4,4,2,2,1,0,1,0,2,5,5,4,4,5,4,60,1,4,2,4,2,1,2,5,2,5,4,100,50,5,5,5,5,30,50,3,3,4,2,5,3,4,100,50,5,5,3,2,60,70,2,50,100,5,50,40,5,50,50,1,0,0,0,-0.955846736934579,-0.128681287773613,0.873737767093456,1.16671612153299,-0.904534400315721,-0.800756092379396,0.517077959253761,0.485956072955645,-0.919765720336045,-0.0196969503922558,0.825629056184474,0.990589176091571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,15,0,0,0,1,2,1,2,3,1,1,1,2,1,1,1,2,NA,5,1,4,5,1,4,1,1,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,4,5,5,3,2,3,2,5,7,NA,100,4,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25,100,NA,NA,NA,4,50,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,-1.41500372232923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,50,15,0,0,0,1,1,NA,2,1,1,1,2,2,1,1,1,2,1,4,2,3,1,2,4,1,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,3,1,2,1,3,3,4,4,1,1,15,50,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,50,60,NA,NA,NA,3,50,70,NA,NA,NA,0,0,0,1,NA,NA,-0.96653661147731,NA,-0.406767662291235,NA,-0.872201337660442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69948821023525,NA
50,50,40,0,0,0,1,1,1,2,1,1,1,1,3,3,1,1,1,2,3,4,4,4,2,5,0,1,4,3,0,5,50,100,50,0,1,1,2,2,1,2,1,2,1,3,2,2,4,2,5,5,4,3,5,0,0,0,0,NA,5,5,5,4,5,1,40,1,2,1,5,NA,4,3,4,2,2,2,30,60,1,2,1,5,15,50,2,1,3,2,5,2,1,15,50,2,1,2,6,70,60,6,70,60,5,60,60,5,85,60,1,0,0,1,-0.281163368788815,0.714011133876029,-0.678289616690436,-1.1166534509796,1.08788092164069,1.0973877842706,0.466897772543329,0.490537276659975,-0.19268476626602,0.844007784041408,-0.99909232090928,-1.4840780562314,NA,NA,NA,NA,NA,NA,NA,NA,-0.245689046692161,0.456621432841514,-0.388169881369946,-0.943775054116834
70,85,40,0,0,0,1,1,1,3,2,1,2,3,3,1,2,1,2,1,5,2,3,2,2,7,1,4,1,4,1,1,85,85,40,1,1,1,1,1,2,3,2,1,2,3,3,2,5,5,5,2,4,4,4,NA,0,NA,1,3,5,5,5,5,6,2,30,NA,2,1,5,2,5,3,4,4,5,1,85,50,1,5,5,4,50,50,2,3,5,4,5,2,1,50,50,2,5,NA,2,70,15,5,70,0,5,70,15,6,70,15,0,1,NA,NA,0.0359471996814412,1.36020862179938,0.290416447055878,0.361836690236395,-0.889353404682307,0.642282693549323,0.70136739827021,1.23915683839477,NA,NA,NA,NA,-0.117994932308354,0.870292707710011,0.424468612903494,0.449655063910571,NA,NA,NA,NA,NA,NA,NA,NA
50,60,50,1,0,NA,2,1,2,NA,2,1,7,2,7,1,1,1,2,1,1,1,3,1,1,7,1,4,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,2,1,5,5,3,5,3,5,NA,1,NA,40,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,60,NA,NA,NA,4,40,70,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,-0.910771728096061,NA,-0.280654478420693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,70,50,1,1,1,2,2,1,3,1,2,2,2,3,1,3,2,2,1,3,3,3,3,3,7,1,4,5,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,3,5,4,5,5,4,5,5,5,100,100,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,100,50,NA,NA,NA,5,50,50,NA,NA,NA,1,0,0,0,1.20693824115927,NA,NA,NA,1.5925931050582,NA,0.473285680417251,NA,1.51923776767429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,50,50,1,1,1,1,1,2,3,1,3,2,2,3,1,3,3,3,1,2,2,3,3,5,5,0,5,6,4,1,5,100,60,50,0,1,1,2,1,1,2,1,2,1,3,2,3,1,1,2,4,4,5,6,1,1,1,1,3,5,5,7,7,6,4,50,0,2,2,2,5,4,5,4,4,5,2,100,40,5,2,5,3,85,85,2,2,4,5,5,3,1,85,85,5,1,1,7,60,0,7,85,15,6,60,15,6,70,30,0,0,0,1,1.40628846746672,0.893492873932656,0.740738794430554,0.839569795708294,1.59787005446987,1.58316322384149,1.29291425750996,1.23612339304576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06628981589641,0.588907657991969,0.755626769378627,0.928198091494065
40,70,80,0,0,1,2,1,2,3,NA,1,2,1,3,3,2,2,2,2,2,2,4,2,2,4,1,4,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,1,4,3,5,NA,4,2,4,2,5,2,NA,40,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,100,NA,NA,NA,5,50,10,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,-1.41587190300336,NA,0.64845479576329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,60,30,0,1,1,1,1,1,3,1,NA,1,3,3,NA,2,2,2,2,4,2,2,3,2,4,0,4,4,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,3,1,5,1,5,4,5,3,NA,1,50,50,4,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,60,60,NA,NA,NA,4,40,50,NA,NA,NA,1,0,1,0,NA,NA,0.0170186868783934,NA,0.0920273194688249,NA,-0.193069920747673,NA,NA,NA,-0.283038878443044,NA,NA,NA,NA,NA,NA,NA,-0.0820140904173458,NA,NA,NA,NA,NA
60,60,50,0,0,0,1,1,1,2,1,1,2,2,2,1,2,2,2,1,5,3,5,4,2,6,1,4,5,6,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1,1,3,5,5,4,4,4,3,5,1,100,50,2,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,60,40,NA,NA,NA,5,60,50,NA,NA,NA,1,0,0,1,0.131481237013971,NA,0.5516817632752,NA,1.09103351821431,NA,0.510690051379839,NA,0.240745544390933,NA,0.444448737500461,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129919763763583,NA,0.697283389897696,NA
